"DIN","status","name","description","atc_number(s)","atc(s)"
"02504340","marketed","CREST PRO-HEALTH BACTERIA GUARD","CREST PRO-HEALTH BACTERIA GUARD (CETYLPYRIDINIUM CHLORIDE 0.07%)","R02AA06","CETYLPYRIDINIUM"
"02504448","approved","MAR-DARUNAVIR","MAR-DARUNAVIR (DARUNAVIR 400MG)","J05AE10","DARUNAVIR"
"02504456","approved","MAR-DARUNAVIR","MAR-DARUNAVIR (DARUNAVIR 600MG)","J05AE10","DARUNAVIR"
"02504464","approved","MAR-DARUNAVIR","MAR-DARUNAVIR (DARUNAVIR 800MG)","J05AE10","DARUNAVIR"
"02504472","marketed","LETROZOLE","LETROZOLE (LETROZOLE 2.5MG)","L02BG04","LETROZOLE"
"02504480","approved","HOT LEMON TOTAL COLD EXTRA STRENGTH","HOT LEMON TOTAL COLD EXTRA STRENGTH (ACETAMINOPHEN 500MG, DEXTROMETHORPHAN HYDROBROMIDE 20MG, PHENYLEPHRINE HYDROCHLORIDE 10MG)","N02BE01;N02BE01;N02B","ACETAMINOPHEN (PARACETAMOL);ACETAMINOPHEN (PARACETAMOL);ACETAMINOPHEN (PARACETAMOL)"
"02504499","marketed","TARO-LURASIDONE","TARO-LURASIDONE (LURASIDONE HYDROCHLORIDE 20MG)","N05AE05","LURASIDONE"
"02504502","marketed","TARO-LURASIDONE","TARO-LURASIDONE (LURASIDONE HYDROCHLORIDE 40MG)","N05AE05","LURASIDONE"
"02504510","marketed","TARO-LURASIDONE","TARO-LURASIDONE (LURASIDONE HYDROCHLORIDE 60MG)","N05AE05","LURASIDONE"
"02504529","marketed","TARO-LURASIDONE","TARO-LURASIDONE (LURASIDONE HYDROCHLORIDE 80MG)","N05AE05","LURASIDONE"
"02504537","marketed","TARO-LURASIDONE","TARO-LURASIDONE (LURASIDONE HYDROCHLORIDE 120MG)","N05AE05","LURASIDONE"
"02504545","marketed","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP (PHENYLEPHRINE HYDROCHLORIDE 10MG)","C01CA06","PHENYLEPHRINE"
"02504553","marketed","JAMP LEVETIRACETAM TABLETS","JAMP LEVETIRACETAM TABLETS (LEVETIRACETAM 250MG)","N03AX14","LEVETIRACETAM"
"02504561","marketed","JAMP LEVETIRACETAM TABLETS","JAMP LEVETIRACETAM TABLETS (LEVETIRACETAM 500MG)","N03AX14","LEVETIRACETAM"
"02504588","marketed","JAMP LEVETIRACETAM TABLETS","JAMP LEVETIRACETAM TABLETS (LEVETIRACETAM 750MG)","N03AX14","LEVETIRACETAM"
"02504596","marketed","IMATINIB","IMATINIB (IMATINIB (IMATINIB MESYLATE) 100MG)","L01EA01","IMATINIB"
"02504618","marketed","IMATINIB","IMATINIB (IMATINIB (IMATINIB MESYLATE) 400MG)","L01EA01","IMATINIB"
"02504634","marketed","PANOXYL ACNE WASH","PANOXYL ACNE WASH (BENZOYL PEROXIDE 4%)","D10AE01","BENZOYL PEROXIDE"
"02504677","marketed","PMS-EVEROLIMUS","PMS-EVEROLIMUS (EVEROLIMUS 2.5MG)","L01EG02","EVEROLIMUS"
"02504685","marketed","PMS-EVEROLIMUS","PMS-EVEROLIMUS (EVEROLIMUS 5MG)","L01EG02","EVEROLIMUS"
"02504693","marketed","PMS-EVEROLIMUS","PMS-EVEROLIMUS (EVEROLIMUS 10MG)","L01EG02","EVEROLIMUS"
"02504723","marketed","ACTIVATED CHARCOAL CAPSULES","ACTIVATED CHARCOAL CAPSULES (CHARCOAL ACTIVATED 250MG)","A07BA01","MEDICINAL CHARCOAL"
"02504790","approved","HOT LEMON ULTRA STRENGTH TOTAL FLU","HOT LEMON ULTRA STRENGTH TOTAL FLU (ACETAMINOPHEN 1000MG, PSEUDOEPHEDRINE HYDROCHLORIDE 60MG, DEXTROMETHORPHAN HYDROBROMIDE 30MG)","N02BE51;N02BE51;N02B","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"
"02504804","approved","HOT LEMON EXTRA STRENGTH COLD & SINUS NIGHT","HOT LEMON EXTRA STRENGTH COLD & SINUS NIGHT (ACETAMINOPHEN 650MG, ASCORBIC ACID 50MG, PHENIRAMINE MALEATE 20MG, PHENYLEPHRINE HYDROCHLORIDE 10MG)","N02BE51;N02BE51;N02B","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACE"
"02504812","approved","HOT LEMON ULTRA STRENGTH TOTAL FLU NIGHT","HOT LEMON ULTRA STRENGTH TOTAL FLU NIGHT (ACETAMINOPHEN 1000MG, ASCORBIC ACID 50MG, PSEUDOEPHEDRINE HYDROCHLORIDE 60MG, DEXTROMETHORPHAN HYDROBROMIDE 30MG, CHLORPHENIRAMINE MALEATE 4MG)","N02BE51;N02BE51;N02B","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACE"
"02504855","marketed","MAR-TRIENTINE","MAR-TRIENTINE (TRIENTINE HYDROCHLORIDE 250MG)","A16AX12","TRIENTINE"
"02504871","marketed","LOTION SOLAIRE CORPS FPS 30","LOTION SOLAIRE CORPS FPS 30 (AVOBENZONE 3%, HOMOSALATE 10%, OCTOCRYLENE 4.5%, BISOCTRIZOLE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02504928","marketed","GLEOLAN","GLEOLAN (AMINOLEVULINIC ACID HYDROCHLORIDE 1.5G)","L01XD04","AMINOLEVULINIC ACID"
"02504952","approved","BUPIVACAINE HYDROCHLORIDE INJECTION, USP","BUPIVACAINE HYDROCHLORIDE INJECTION, USP (BUPIVACAINE HYDROCHLORIDE 2.5MG)","N01BB01","BUPIVACAINE"
"02504960","approved","BUPIVACAINE HYDROCHLORIDE INJECTION, USP","BUPIVACAINE HYDROCHLORIDE INJECTION, USP (BUPIVACAINE HYDROCHLORIDE 5MG)","N01BB01","BUPIVACAINE"
"02504979","marketed","BUPIVACAINE HYDROCHLORIDE INJECTION, USP","BUPIVACAINE HYDROCHLORIDE INJECTION, USP (BUPIVACAINE HYDROCHLORIDE 7.5MG)","N01BB01","BUPIVACAINE"
"02504987","approved","RIVAROXABAN","RIVAROXABAN (RIVAROXABAN 10MG)","B01AF01","RIVAROXABAN"
"02504995","approved","RIVAROXABAN","RIVAROXABAN (RIVAROXABAN 15MG)","B01AF01","RIVAROXABAN"
"02505002","approved","RIVAROXABAN","RIVAROXABAN (RIVAROXABAN 20MG)","B01AF01","RIVAROXABAN"
"02505010","approved","RIVAROXABAN","RIVAROXABAN (RIVAROXABAN 2.5MG)","B01AF01","RIVAROXABAN"
"02505037","approved","HAND SANITIZER","HAND SANITIZER (BENZALKONIUM CHLORIDE 0.13%)","D08AJ01","BENZALKONIUM"
"02505045","approved","COUGH AND COLD BERRY & GREEN TEA FLAVOR EXTRA STRENGTH","COUGH AND COLD BERRY & GREEN TEA FLAVOR EXTRA STRENGTH (ACETAMINOPHEN 650MG, DEXTROMETHORPHAN HYDROBROMIDE 20MG, PHENYLEPHRINE HYDROCHLORIDE 10MG)","N02BE51;N02BE51;N02B","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"
"02505053","marketed","TARO-ADAPALENE/BENZOYL PEROXIDE FORTE","TARO-ADAPALENE/BENZOYL PEROXIDE FORTE (ADAPALENE 0.3%, ADAPALENE 0.3%, BENZOYL PEROXIDE 2.5%, BENZOYL PEROXIDE 2.5%)","D10AD53;D10AD53;D10A","ADAPALENE, COMBINATIONS;ADAPALENE, COMBINATIONS;ADAPALENE, COMBINATIONS;ADAPALENE, COMBINATIONS"
"02505126","approved","ERTAPENEM FOR INJECTION","ERTAPENEM FOR INJECTION (ERTAPENEM (ERTAPENEM SODIUM) 1G)","J01DH03","ERTAPENEM"
"02505134","marketed","EMGALITY","EMGALITY (GALCANEZUMAB 100MG)","N02CD02","GALCANEZUMAB"
"02505142","approved","VITAMIN D","VITAMIN D (VITAMIN D3 2000UNIT)","A11CC05","COLECALCIFEROL"
"02505150","marketed","PRZ-SILDENAFIL","PRZ-SILDENAFIL (SILDENAFIL (SILDENAFIL CITRATE) 25MG)","G04BE03","SILDENAFIL"
"02505169","marketed","PRZ-SILDENAFIL","PRZ-SILDENAFIL (SILDENAFIL (SILDENAFIL CITRATE) 50MG)","G04BE03","SILDENAFIL"
"02505177","approved","AZACITIDINE FOR INJECTION","AZACITIDINE FOR INJECTION (AZACITIDINE 100MG)","L01BC07","AZACITIDINE"
"02505185","approved","PRZ-OLMESARTAN","PRZ-OLMESARTAN (OLMESARTAN MEDOXOMIL 20MG)","C09CA08","OLMESARTAN MEDOXOMIL"
"02505193","approved","PRZ-OLMESARTAN","PRZ-OLMESARTAN (OLMESARTAN MEDOXOMIL 40MG)","C09CA08","OLMESARTAN MEDOXOMIL"
"02505215","approved","BIJUVA","BIJUVA (ESTRADIOL (ESTRADIOL HEMIHYDRATE) 0.5MG, ESTRADIOL (ESTRADIOL HEMIHYDRATE) 0.5MG, PROGESTERONE 100MG, PROGESTERONE 100MG)","G03FA04;G03FA04;G03F","PROGESTERONE AND ESTROGEN;PROGESTERONE AND ESTROGEN;PROGESTERONE AND ESTROGEN;PROGESTERONE AND ESTROGEN"
"02505223","approved","BIJUVA","BIJUVA (ESTRADIOL (ESTRADIOL HEMIHYDRATE) 1MG, ESTRADIOL (ESTRADIOL HEMIHYDRATE) 1MG, PROGESTERONE 100MG, PROGESTERONE 100MG)","G03FA04;G03FA04;G03F","PROGESTERONE AND ESTROGEN;PROGESTERONE AND ESTROGEN;PROGESTERONE AND ESTROGEN;PROGESTERONE AND ESTROGEN"
"02505258","marketed","HYRIMOZ","HYRIMOZ (ADALIMUMAB 20MG)","L04AB04","ADALIMUMAB"
"02505274","approved","TRANEXAMIC ACID INJECTION, USP","TRANEXAMIC ACID INJECTION, USP (TRANEXAMIC ACID 500MG)","B02AA02","TRANEXAMIC ACID"
"02505282","approved","TRANEXAMIC ACID INJECTION, USP","TRANEXAMIC ACID INJECTION, USP (TRANEXAMIC ACID 1000MG)","B02AA02","TRANEXAMIC ACID"
"02505290","marketed","BANANA BOAT DAILY PROTECT SUNSCREEN LOTION SPF 50+","BANANA BOAT DAILY PROTECT SUNSCREEN LOTION SPF 50+ (AVOBENZONE 2.7%, HOMOSALATE 9%, OCTOCRYLENE 6.5%, OCTISALATE 4.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02505304","marketed","BANANA BOAT DAILY PROTECT SUNSCREEN LOTION SPF 30","BANANA BOAT DAILY PROTECT SUNSCREEN LOTION SPF 30 (AVOBENZONE 2.7%, HOMOSALATE 6%, OCTOCRYLENE 4.5%, OCTISALATE 4.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02505355","marketed","EYLEA","EYLEA (AFLIBERCEPT 2MG)","S01LA05","AFLIBERCEPT"
"02505363","marketed","AG-URSODIOL","AG-URSODIOL (URSODIOL 250MG)","A05AA02","URSODEOXYCHOLIC ACID"
"02505371","marketed","AG-URSODIOL","AG-URSODIOL (URSODIOL 500MG)","A05AA02","URSODEOXYCHOLIC ACID"
"02505398","approved","DRAMAMINE MOTION SICKNESS RELIEF","DRAMAMINE MOTION SICKNESS RELIEF (DIMENHYDRINATE 50MG)","R06AA11","DIMENHYDRINATE"
"02505460","approved","ANTIBACTERIAL WIPES","ANTIBACTERIAL WIPES (BENZALKONIUM CHLORIDE 0.115%)","",""
"02505479","approved","ECM ECO-FOAM HAND SANITIZER","ECM ECO-FOAM HAND SANITIZER (BENZALKONIUM CHLORIDE 0.13%)","D08AJ01","BENZALKONIUM"
"02505517","marketed","BIVALIRUDIN INJECTION","BIVALIRUDIN INJECTION (BIVALIRUDIN 5MG)","B01AE06","BIVALIRUDIN"
"02505541","marketed","REBLOZYL","REBLOZYL (LUSPATERCEPT 25MG)","B03XA06","LUSPATERCEPT"
"02505568","marketed","REBLOZYL","REBLOZYL (LUSPATERCEPT 75MG)","B03XA06","LUSPATERCEPT"
"02505576","marketed","PRZ-ROSUVASTATIN","PRZ-ROSUVASTATIN (ROSUVASTATIN (ROSUVASTATIN CALCIUM) 5MG)","C10AA07","ROSUVASTATIN"
"02505584","marketed","PRZ-ROSUVASTATIN","PRZ-ROSUVASTATIN (ROSUVASTATIN (ROSUVASTATIN CALCIUM) 10MG)","C10AA07","ROSUVASTATIN"
"02505592","marketed","PRZ-ROSUVASTATIN","PRZ-ROSUVASTATIN (ROSUVASTATIN (ROSUVASTATIN CALCIUM) 20MG)","C10AA07","ROSUVASTATIN"
"02505606","marketed","PRZ-ROSUVASTATIN","PRZ-ROSUVASTATIN (ROSUVASTATIN (ROSUVASTATIN CALCIUM) 40MG)","C10AA07","ROSUVASTATIN"
"02505614","marketed","TAKHZYRO","TAKHZYRO (LANADELUMAB 300MG)","B06AC05","LANADELUMAB"
"02505649","marketed","CHILDREN'S ALLERGY FORMULA RAPID MELTS","CHILDREN'S ALLERGY FORMULA RAPID MELTS (DIPHENHYDRAMINE HYDROCHLORIDE 12.5MG)","R06AA02","DIPHENHYDRAMINE"
"02505762","marketed","APO-DIMETHYL FUMARATE","APO-DIMETHYL FUMARATE (DIMETHYL FUMARATE 120MG)","L04AX07","DIMETHYL FUMARATE"
"02505770","marketed","APO-DIMETHYL FUMARATE","APO-DIMETHYL FUMARATE (DIMETHYL FUMARATE 240MG)","L04AX07","DIMETHYL FUMARATE"
"02505789","approved","DRAMAMINE","DRAMAMINE (DIMENHYDRINATE 50MG)","R06AA11","DIMENHYDRINATE"
"02505797","marketed","MINT-LEVOFLOXACIN","MINT-LEVOFLOXACIN (LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE) 250MG)","J01MA12","LEVOFLOXACIN"
"02505800","marketed","MINT-LEVOFLOXACIN","MINT-LEVOFLOXACIN (LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE) 750MG)","J01MA12","LEVOFLOXACIN"
"02505819","marketed","MINT-LEVOFLOXACIN","MINT-LEVOFLOXACIN (LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE) 500MG)","J01MA12","LEVOFLOXACIN"
"02505843","marketed","SANDOZ TERIFLUNOMIDE","SANDOZ TERIFLUNOMIDE (TERIFLUNOMIDE 14MG)","L04AA31","TERIFLUNOMIDE"
"02505851","marketed","LUXTURNA","LUXTURNA (VORETIGENE NEPARVOVEC 5000000000000VG)","S01XA27","VORETIGENE NEPARVOVEC"
"02505878","marketed","PMS-LURASIDONE","PMS-LURASIDONE (LURASIDONE HYDROCHLORIDE 20MG)","N05AE05","LURASIDONE"
"02505886","marketed","PMS-LURASIDONE","PMS-LURASIDONE (LURASIDONE HYDROCHLORIDE 40MG)","N05AE05","LURASIDONE"
"02505894","marketed","PMS-LURASIDONE","PMS-LURASIDONE (LURASIDONE HYDROCHLORIDE 60MG)","N05AE05","LURASIDONE"
"02505908","marketed","PMS-LURASIDONE","PMS-LURASIDONE (LURASIDONE HYDROCHLORIDE 80MG)","N05AE05","LURASIDONE"
"02505916","marketed","PMS-LURASIDONE","PMS-LURASIDONE (LURASIDONE HYDROCHLORIDE 120MG)","N05AE05","LURASIDONE"
"02505924","marketed","VOCARVI","VOCARVI (FOSCARNET SODIUM 24MG)","J05AD01","FOSCARNET"
"02505959","marketed","BANANA BOAT DAILY PROTECT SUNSCREEN SPRAY SPF 30","BANANA BOAT DAILY PROTECT SUNSCREEN SPRAY SPF 30 (AVOBENZONE 2%, HOMOSALATE 6%, OCTOCRYLENE 6%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02505967","marketed","BANANA BOAT DAILY PROTECT SUNSCREEN SPRAY SPF 50+","BANANA BOAT DAILY PROTECT SUNSCREEN SPRAY SPF 50+ (AVOBENZONE 2.7%, HOMOSALATE 9%, OCTOCRYLENE 6%, OCTISALATE 4.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02505991","marketed","ZEPOSIA","ZEPOSIA (OZANIMOD (OZANIMOD HYDROCHLORIDE) 0.92MG)","L04AA38","OZANIMOD"
"02506009","marketed","ZEPOSIA","ZEPOSIA (OZANIMOD (OZANIMOD HYDROCHLORIDE) 0.46MG, OZANIMOD (OZANIMOD HYDROCHLORIDE) 0.23MG)","L04AA38;L04AA38","OZANIMOD;OZANIMOD"
"02506068","marketed","SCALP MIST","SCALP MIST (AVOBENZONE 3%, HOMOSALATE 10%, OCTOCRYLENE 4%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02506076","marketed","ATORVASTATIN","ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 10MG)","C10AA05","ATORVASTATIN"
"02506084","marketed","ATORVASTATIN","ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 20MG)","C10AA05","ATORVASTATIN"
"02506092","marketed","ATORVASTATIN","ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 40MG)","C10AA05","ATORVASTATIN"
"02506106","marketed","ATORVASTATIN","ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 80MG)","C10AA05","ATORVASTATIN"
"02506130","marketed","JAMP LENALIDOMIDE","JAMP LENALIDOMIDE (LENALIDOMIDE 2.5MG)","L04AX04","LENALIDOMIDE"
"02506149","marketed","JAMP LENALIDOMIDE","JAMP LENALIDOMIDE (LENALIDOMIDE 5MG)","L04AX04","LENALIDOMIDE"
"02506157","marketed","JAMP LENALIDOMIDE","JAMP LENALIDOMIDE (LENALIDOMIDE 10MG)","L04AX04","LENALIDOMIDE"
"02506165","marketed","JAMP LENALIDOMIDE","JAMP LENALIDOMIDE (LENALIDOMIDE 15MG)","L04AX04","LENALIDOMIDE"
"02506173","marketed","JAMP LENALIDOMIDE","JAMP LENALIDOMIDE (LENALIDOMIDE 20MG)","L04AX04","LENALIDOMIDE"
"02506181","marketed","JAMP LENALIDOMIDE","JAMP LENALIDOMIDE (LENALIDOMIDE 25MG)","L04AX04","LENALIDOMIDE"
"02506203","marketed","TARO-CLOBETASOL SHAMPOO","TARO-CLOBETASOL SHAMPOO (CLOBETASOL PROPIONATE 0.05%)","D07AD01","CLOBETASOL"
"02506211","marketed","HERZUMA","HERZUMA (TRASTUZUMAB 150MG)","L01FD01","TRASTUZUMAB"
"02506238","marketed","NYVEPRIA","NYVEPRIA (PEGFILGRASTIM 6MG)","L03AA13","PEGFILGRASTIM"
"02506246","approved","REGULAR STRENGTH ACETAMINOPHEN TABLETS USP 325MG","REGULAR STRENGTH ACETAMINOPHEN TABLETS USP 325MG (ACETAMINOPHEN 325MG)","N02BE01","ACETAMINOPHEN (PARACETAMOL)"
"02506254","approved","EXTRA STRENGTH ACETAMINOPHEN TABLETS USP 500 MG","EXTRA STRENGTH ACETAMINOPHEN TABLETS USP 500 MG (ACETAMINOPHEN 500MG)","N02BE01","ACETAMINOPHEN (PARACETAMOL)"
"02506262","marketed","BRYHALI","BRYHALI (HALOBETASOL PROPIONATE 0.01%)","D07AC21","ULOBETASOL"
"02506270","marketed","APO-SITAGLIPTIN/METFORMIN XR","APO-SITAGLIPTIN/METFORMIN XR (METFORMIN HYDROCHLORIDE 500MG, METFORMIN HYDROCHLORIDE 500MG, SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE) 50MG, SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE) 50MG)","A10BD07;A10BD07;A10B","METFORMIN AND SITAGLIPTIN;METFORMIN AND SITAGLIPTIN;METFORMIN AND SITAGLIPTIN;METFORMIN AND SITAGLIPTIN"
"02506289","marketed","APO-SITAGLIPTIN/METFORMIN XR","APO-SITAGLIPTIN/METFORMIN XR (METFORMIN HYDROCHLORIDE 1000MG, METFORMIN HYDROCHLORIDE 1000MG, SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE) 50MG, SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE) 50MG)","A10BD07;A10BD07;A10B","METFORMIN AND SITAGLIPTIN;METFORMIN AND SITAGLIPTIN;METFORMIN AND SITAGLIPTIN;METFORMIN AND SITAGLIPTIN"
"02506297","marketed","APO-SITAGLIPTIN/METFORMIN XR","APO-SITAGLIPTIN/METFORMIN XR (METFORMIN HYDROCHLORIDE 1000MG, METFORMIN HYDROCHLORIDE 1000MG, SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE) 100MG, SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE) 100MG)","A10BD07;A10BD07;A10B","METFORMIN AND SITAGLIPTIN;METFORMIN AND SITAGLIPTIN;METFORMIN AND SITAGLIPTIN;METFORMIN AND SITAGLIPTIN"
"02506300","approved","DERMA SOLUTIONS","DERMA SOLUTIONS (BENZALKONIUM CHLORIDE 0.15%)","D08AJ01","BENZALKONIUM"
"02506319","approved","LIDO PAIN RELIEF","LIDO PAIN RELIEF (LIDOCAINE HYDROCHLORIDE 4%)","D04AB01","LIDOCAINE"
"02506327","approved","AG-ALENDRONATE SODIUM","AG-ALENDRONATE SODIUM (ALENDRONIC ACID (ALENDRONATE SODIUM) 70MG)","M05BA04","ALENDRONIC ACID"
"02506343","marketed","GIVLAARI","GIVLAARI (GIVOSIRAN (GIVOSIRAN SODIUM) 189MG)","A16AX16","GIVOSIRAN"
"02506351","approved","PURE-T","PURE-T (BENZALKONIUM CHLORIDE 0.15%)","D08AJ01","BENZALKONIUM"
"02506378","approved","PAIN RELIEVER & SLEEP AID","PAIN RELIEVER & SLEEP AID (DIPHENHYDRAMINE HYDROCHLORIDE 25MG, NAPROXEN SODIUM 220MG)","M01AE02;M01AE02","NAPROXEN;NAPROXEN"
"02506440","approved","NOROMBY","NOROMBY (ENOXAPARIN SODIUM 20MG)","B01AB05","ENOXAPARIN"
"02506459","marketed","NOROMBY","NOROMBY (ENOXAPARIN SODIUM 30MG)","B01AB05","ENOXAPARIN"
"02506467","marketed","NOROMBY","NOROMBY (ENOXAPARIN SODIUM 40MG)","B01AB05","ENOXAPARIN"
"02506475","marketed","NOROMBY","NOROMBY (ENOXAPARIN SODIUM 60MG)","B01AB05","ENOXAPARIN"
"02506483","marketed","NOROMBY","NOROMBY (ENOXAPARIN SODIUM 80MG)","B01AB05","ENOXAPARIN"
"02506491","marketed","NOROMBY","NOROMBY (ENOXAPARIN SODIUM 100MG)","B01AB05","ENOXAPARIN"
"02506505","marketed","NOROMBY HP","NOROMBY HP (ENOXAPARIN SODIUM 120MG)","B01AB05","ENOXAPARIN"
"02506513","marketed","NOROMBY HP","NOROMBY HP (ENOXAPARIN SODIUM 150MG)","B01AB05","ENOXAPARIN"
"02506564","marketed","TRURAPI","TRURAPI (INSULIN ASPART 100UNIT)","A10AB05","INSULIN ASPART"
"02506572","marketed","TRURAPI","TRURAPI (INSULIN ASPART 100UNIT)","A10AB05","INSULIN ASPART"
"02506580","approved","PILOCARPINE HYDROCHLORIDE TABLETS","PILOCARPINE HYDROCHLORIDE TABLETS (PILOCARPINE HYDROCHLORIDE 5MG)","N07AX01","PILOCARPINE"
"02506599","marketed","VPI-AMIKACIN","VPI-AMIKACIN (AMIKACIN (AMIKACIN SULFATE) 500MG)","J01GB06","AMIKACIN"
"02506661","approved","JAMP TROSPIUM","JAMP TROSPIUM (TROSPIUM CHLORIDE 20MG)","G04BD09","TROSPIUM"
"02506688","marketed","ARIPIPRAZOLE","ARIPIPRAZOLE (ARIPIPRAZOLE 2MG)","N05AX12","ARIPIPRAZOLE"
"02506696","approved","ACH-HYDROXYCHLOROQUINE SULFATE","ACH-HYDROXYCHLOROQUINE SULFATE (HYDROXYCHLOROQUINE SULFATE 200MG)","P01BA02","HYDROXYCHLOROQUINE"
"02506718","marketed","ARIPIPRAZOLE","ARIPIPRAZOLE (ARIPIPRAZOLE 5MG)","N05AX12","ARIPIPRAZOLE"
"02506726","marketed","ARIPIPRAZOLE","ARIPIPRAZOLE (ARIPIPRAZOLE 10MG)","N05AX12","ARIPIPRAZOLE"
"02506734","marketed","ARIPIPRAZOLE","ARIPIPRAZOLE (ARIPIPRAZOLE 15MG)","N05AX12","ARIPIPRAZOLE"
"02506750","marketed","ARIPIPRAZOLE","ARIPIPRAZOLE (ARIPIPRAZOLE 20MG)","N05AX12","ARIPIPRAZOLE"
"02506777","approved","YUNISAN HAND SANITIZER","YUNISAN HAND SANITIZER (BENZALKONIUM CHLORIDE 0.13%)","D08AJ01","BENZALKONIUM"
"02506785","marketed","ARIPIPRAZOLE","ARIPIPRAZOLE (ARIPIPRAZOLE 30MG)","N05AX12","ARIPIPRAZOLE"
"02506807","approved","JAMP ATOMOXETINE","JAMP ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 10MG)","N06BA09","ATOMOXETINE"
"02506815","approved","JAMP ATOMOXETINE","JAMP ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 18MG)","N06BA09","ATOMOXETINE"
"02506823","approved","JAMP ATOMOXETINE","JAMP ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 25MG)","N06BA09","ATOMOXETINE"
"02506831","approved","JAMP ATOMOXETINE","JAMP ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 40MG)","N06BA09","ATOMOXETINE"
"02506858","approved","JAMP ATOMOXETINE","JAMP ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 60MG)","N06BA09","ATOMOXETINE"
"02506866","approved","JAMP ATOMOXETINE","JAMP ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 80MG)","N06BA09","ATOMOXETINE"
"02506874","approved","JAMP ATOMOXETINE","JAMP ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 100MG)","N06BA09","ATOMOXETINE"
"02506882","marketed","SANDOZ CIPROFLOXACIN / DEXAMETHASONE","SANDOZ CIPROFLOXACIN / DEXAMETHASONE (CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE) 0.3%, CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE) 0.3%, DEXAMETHASONE 0.1%, DEXAMETHASONE 0.1%)","S02CA06;S02CA06;S02C","DEXAMETHASONE AND ANTIINFECTIVES;DEXAMETHASONE AND ANTIINFECTIVES;DEXAMETHASONE AND ANTIINFECTIVES;DEXAMETHASONE AND ANT"
