"DIN","status","name","new name","description","new description","atc_number(s)","atc(s)","indicator(s)"
"02413396","cancelled","INTENSE CLEAR PURE","","INTENSE CLEAR PURE (PYRITHIONE ZINC 1%)","","D11AX12","PYRITHIONE ZINC",""
"02413434","cancelled","BPO5 ACNE TREATMENT GEL","","BPO5 ACNE TREATMENT GEL (BENZOYL PEROXIDE 5%)","","D10AE01","BENZOYL PEROXIDE",""
"02413450","marketed","FLUOROURACIL INJECTION","FLUOROURACIL INJECTION USP","FLUOROURACIL INJECTION (FLUOROURACIL 5G)","FLUOROURACIL INJECTION USP (FLUOROURACIL 50MG)","L01BC02","FLUOROURACIL",""
"02413485","cancelled","MYLAN-RISPERIDONE ODT","","MYLAN-RISPERIDONE ODT (RISPERIDONE 0.5MG)","","N05AX08","RISPERIDONE","Depression"
"02413493","cancelled","MYLAN-RISPERIDONE ODT","","MYLAN-RISPERIDONE ODT (RISPERIDONE 1MG)","","N05AX08","RISPERIDONE","Depression"
"02413507","cancelled","MYLAN-RISPERIDONE ODT","","MYLAN-RISPERIDONE ODT (RISPERIDONE 2MG)","","N05AX08","RISPERIDONE","Depression"
"02413515","cancelled","MYLAN-RISPERIDONE ODT","","MYLAN-RISPERIDONE ODT (RISPERIDONE 3MG)","","N05AX08","RISPERIDONE","Depression"
"02413523","cancelled","MYLAN-RISPERIDONE ODT","","MYLAN-RISPERIDONE ODT (RISPERIDONE 4MG)","","N05AX08","RISPERIDONE","Depression"
"02413531","cancelled","DR. ANDREW WEIL FOR ORIGINS MEGA-BRIGHT SPF 30 SKIN TONE CORRECTING OIL-FREE MOISTURIZER","","DR. ANDREW WEIL FOR ORIGINS MEGA-BRIGHT SPF 30 SKIN TONE CORRECTING OIL-FREE MOISTURIZER (AVOBENZONE 3.0%, OCTOCRYLENE 2.7%, OCTISALATE 5.0%, HOMOSALATE 5.0%)","DR. ANDREW WEIL FOR ORIGINS MEGA-BRIGHT SPF 30 SKIN TONE CORRECTING OIL-FREE MOISTURIZER (AVOBENZONE 3%, HOMOSALATE 5%, OCTOCRYLENE 2.7%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02413574","dormant","PMS-CICLOPIROX","","PMS-CICLOPIROX (CICLOPIROX 8%)","","D01AE14","CICLOPIROX",""
"02413590","cancelled","CARBAMAZEPINE CR","","CARBAMAZEPINE CR (CARBAMAZEPINE 200MG)","","N03AF01","CARBAMAZEPINE","Depression"
"02413604","cancelled","CARBAMAZEPINE CR","","CARBAMAZEPINE CR (CARBAMAZEPINE 400MG)","","N03AF01","CARBAMAZEPINE","Depression"
"02413612","marketed","TAMSULOSIN CR","","TAMSULOSIN CR (TAMSULOSIN HYDROCHLORIDE 0.4MG)","","G04CA02","TAMSULOSIN",""
"02413620","marketed","VAL-BACLOFEN INTRATHECAL","BACLOFEN INJECTION","VAL-BACLOFEN INTRATHECAL (BACLOFEN 0.05MG)","BACLOFEN INJECTION (BACLOFEN 0.05MG)","M03BX01","BACLOFEN",""
"02413639","marketed","VAL-BACLOFEN INTRATHECAL","BACLOFEN INJECTION","VAL-BACLOFEN INTRATHECAL (BACLOFEN 0.5MG)","BACLOFEN INJECTION (BACLOFEN 10MG)","M03BX01","BACLOFEN",""
"02413647","marketed","VAL-BACLOFEN INTRATHECAL","BACLOFEN INJECTION","VAL-BACLOFEN INTRATHECAL (BACLOFEN 2MG)","BACLOFEN INJECTION (BACLOFEN 10MG)","M03BX01","BACLOFEN",""
"02413701","dormant","ZOLEDRONIC ACID FOR INJECTION CONCENTRATE","","ZOLEDRONIC ACID FOR INJECTION CONCENTRATE (ZOLEDRONIC ACID (Zoledronic acid monohydrate) 4MG)","","M05BA08","ZOLEDRONIC ACID",""
"02413728","cancelled","PMS-METHYLPHENIDATE ER","","PMS-METHYLPHENIDATE ER (METHYLPHENIDATE HYDROCHLORIDE 18MG)","","N06BA04","METHYLPHENIDATE",""
"02413736","cancelled","PMS-METHYLPHENIDATE ER","","PMS-METHYLPHENIDATE ER (METHYLPHENIDATE HYDROCHLORIDE 27MG)","","N06BA04","METHYLPHENIDATE",""
"02413744","cancelled","PMS-METHYLPHENIDATE ER","","PMS-METHYLPHENIDATE ER (METHYLPHENIDATE HYDROCHLORIDE 36MG)","","N06BA04","METHYLPHENIDATE",""
"02413752","cancelled","PMS-METHYLPHENIDATE ER","","PMS-METHYLPHENIDATE ER (METHYLPHENIDATE HYDROCHLORIDE 54MG)","","N06BA04","METHYLPHENIDATE",""
"02413809","marketed","TEVA-RISEDRONATE","","TEVA-RISEDRONATE (RISEDRONATE SODIUM (RISEDRONATE SODIUM MONOHYDRATE) 150MG)","","M05BA07","RISEDRONIC ACID","Osteoporosis"
"02413981","cancelled","QUICK DRY SPF 50 SHEER FINISH SPRAY","","QUICK DRY SPF 50 SHEER FINISH SPRAY (AVOBENZONE 3.00%, OCTOCRYLENE 6.00%, OXYBENZONE 3.86%, OCTISALATE 3.21%, HOMOSALATE 10.72%)","QUICK DRY SPF 50 SHEER FINISH SPRAY (OXYBENZONE 3.86%, AVOBENZONE 3.00%, HOMOSALATE 10.72%, OCTOCRYLENE 6.00%, OCTISALATE 3.21%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02414007","cancelled","QUICK DRY SPF 30 SHEER FINISH SPRAY","","QUICK DRY SPF 30 SHEER FINISH SPRAY (AVOBENZONE 2.96%, OCTOCRYLENE 5.92%, OCTISALATE 4.88%, HOMOSALATE 8.78%)","QUICK DRY SPF 30 SHEER FINISH SPRAY (AVOBENZONE 2.96%, HOMOSALATE 8.78%, OCTOCRYLENE 5.92%, OCTISALATE 4.88%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02414015","cancelled","SPRAY SOLAIRE TRANSPARENT","","SPRAY SOLAIRE TRANSPARENT (AVOBENZONE 5%, OCTOCRYLENE 7%, OCTISALATE 5%, HOMOSALATE 13%, DROMETRIZOLE TRISILOXANE 1%)","SPRAY SOLAIRE TRANSPARENT (AVOBENZONE 5%, HOMOSALATE 13%, OCTOCRYLENE 7%, OCTISALATE 5%, DROMETRIZOLE TRISILOXANE 1%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02414023","cancelled","ANEW REVERSALIST COMPLETE RENEWAL DAY LOTION","","ANEW REVERSALIST COMPLETE RENEWAL DAY LOTION (AVOBENZONE 2.85%, OXYBENZONE 4.0%, HOMOSALATE 8.0%, OCTINOXATE 5.0%)","ANEW REVERSALIST COMPLETE RENEWAL DAY LOTION (OXYBENZONE 4.0%, AVOBENZONE 2.85%, HOMOSALATE 8.0%, OCTINOXATE 5.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02414031","cancelled","ANEW REVERSALIST COMPLETE RENEWAL DAY CREAM","","ANEW REVERSALIST COMPLETE RENEWAL DAY CREAM (AVOBENZONE 2.85%, OXYBENZONE 4.0%, HOMOSALATE 7.0%, OCTINOXATE 7.0%)","ANEW REVERSALIST COMPLETE RENEWAL DAY CREAM (OXYBENZONE 4.0%, AVOBENZONE 2.85%, HOMOSALATE 7.0%, OCTINOXATE 7.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02414058","cancelled","AVON SUN + KIDS TECHNOLOGIE DERMA PLUS TECHNOLOGY DISAPPEARING POTION SUNSCREEN LOTION","","AVON SUN + KIDS TECHNOLOGIE DERMA PLUS TECHNOLOGY DISAPPEARING POTION SUNSCREEN LOTION (AVOBENZONE 3.0%, OXYBENZONE 6.0%, OCTISALATE 5.0%, HOMOSALATE 8.0%, OCTINOXATE 7.5%)","AVON SUN + KIDS TECHNOLOGIE DERMA PLUS TECHNOLOGY DISAPPEARING POTION SUNSCREEN LOTION (OXYBENZONE 6.0%, AVOBENZONE 3.0%, HOMOSALATE 8.0%, OCTISALATE 5.0%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02414074","cancelled","SUN + AVON SPORT REFRESH TECHNOLOGIE DERMA PLUS TECHNOLOGY SUNSCREEN LOTION SPF/FPS 30","","SUN + AVON SPORT REFRESH TECHNOLOGIE DERMA PLUS TECHNOLOGY SUNSCREEN LOTION SPF/FPS 30 (AVOBENZONE 3.0%, OXYBENZONE 4.5%, OCTISALATE 4.75%, HOMOSALATE 8.0%, OCTINOXATE 7.5%)","SUN + AVON SPORT REFRESH TECHNOLOGIE DERMA PLUS TECHNOLOGY SUNSCREEN LOTION SPF/FPS 30 (OXYBENZONE 4.5%, AVOBENZONE 3.0%, HOMOSALATE 8.0%, OCTISALATE 4.75%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02414082","cancelled","SUN + AVON SPORT FRESH TECHNOLOGIE DERMA PLUS TECHNOLOGY SUNSCREEN LOTION SPF/FPS 50","","SUN + AVON SPORT FRESH TECHNOLOGIE DERMA PLUS TECHNOLOGY SUNSCREEN LOTION SPF/FPS 50 (AVOBENZONE 3.0%, OCTOCRYLENE 2.8%, OXYBENZONE 6.0%, OCTISALATE 4.75%, HOMOSALATE 9.5%)","SUN + AVON SPORT FRESH TECHNOLOGIE DERMA PLUS TECHNOLOGY SUNSCREEN LOTION SPF/FPS 50 (OXYBENZONE 6.0%, AVOBENZONE 3.0%, HOMOSALATE 9.5%, OCTOCRYLENE 2.8%, OCTISALATE 4.75%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02414090","dormant","RAN-OLANZAPINE ODT","","RAN-OLANZAPINE ODT (OLANZAPINE 5MG)","","N05AH03","OLANZAPINE","Depression"
"02414104","dormant","RAN-OLANZAPINE ODT","","RAN-OLANZAPINE ODT (OLANZAPINE 10MG)","","N05AH03","OLANZAPINE","Depression"
"02414112","dormant","RAN-OLANZAPINE ODT","","RAN-OLANZAPINE ODT (OLANZAPINE 15MG)","","N05AH03","OLANZAPINE","Depression"
"02414120","dormant","RAN-OLANZAPINE ODT","","RAN-OLANZAPINE ODT (OLANZAPINE 20MG)","","N05AH03","OLANZAPINE","Depression"
"02414147","cancelled","DOM-VALSARTAN","","DOM-VALSARTAN (VALSARTAN 80MG)","","C09CA03","VALSARTAN",""
"02414155","dormant","APO-LATANOPROST-TIMOP","","APO-LATANOPROST-TIMOP (LATANOPROST 50μG, TIMOLOL (TIMOLOL MALEATE) 5MG)","APO-LATANOPROST-TIMOP (TIMOLOL (TIMOLOL MALEATE) 5MG, TIMOLOL (TIMOLOL MALEATE) 5MG, LATANOPROST 50MCG, LATANOPROST 50MCG)","S01ED51;S01ED51;S01E","TIMOLOL, COMBINATIONS;TIMOLOL, COMBINATIONS;TIMOLOL, COMBINATIONS;TIMOLOL, COMBINATIONS",""
"02414201","marketed","AURO-VALSARTAN","","AURO-VALSARTAN (VALSARTAN 40MG)","","C09CA03","VALSARTAN","Hypertension;Ischemic Heart disease"
"02414228","marketed","AURO-VALSARTAN","","AURO-VALSARTAN (VALSARTAN 80MG)","","C09CA03","VALSARTAN","Hypertension;Ischemic Heart disease"
"02414236","marketed","AURO-VALSARTAN","","AURO-VALSARTAN (VALSARTAN 160MG)","","C09CA03","VALSARTAN","Hypertension;Ischemic Heart disease"
"02414244","marketed","AURO-VALSARTAN","","AURO-VALSARTAN (VALSARTAN 320MG)","","C09CA03","VALSARTAN","Hypertension;Ischemic Heart disease"
"02414252","cancelled","SATINIQUE ANTI-DANDRUFF SHAMPOO","","SATINIQUE ANTI-DANDRUFF SHAMPOO (PYRITHIONE ZINC 0.95%)","","D11AX12","PYRITHIONE ZINC",""
"02414260","cancelled","LAIT SOLAIRE CORPS PROTECTION SOLAIRE FPS 15","","LAIT SOLAIRE CORPS PROTECTION SOLAIRE FPS 15 (AVOBENZONE 3%, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID 0.5%, OCTOCRYLENE 4%, OCTISALATE 5%, HOMOSALATE 10%, DROMETRIZOLE TRISILOXANE 0.5%)","LAIT SOLAIRE CORPS PROTECTION SOLAIRE FPS 15 (TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID 0.5%, AVOBENZONE 3%, HOMOSALATE 10%, OCTOCRYLENE 4%, OCTISALATE 5%, DROMETRIZOLE TRISILOXANE 0.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02414279","cancelled","SOIN SOLAIRE VISAGE CREME MULTI-PROTECTION FPS 30","","SOIN SOLAIRE VISAGE CREME MULTI-PROTECTION FPS 30 (AVOBENZONE 3%, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID 0.5%, OCTOCRYLENE 5.5%, OCTISALATE 5%, HOMOSALATE 10%, DROMETRIZOLE TRISILOXANE 2.5%)","SOIN SOLAIRE VISAGE CREME MULTI-PROTECTION FPS 30 (TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID 0.5%, AVOBENZONE 3%, HOMOSALATE 10%, OCTOCRYLENE 5.5%, OCTISALATE 5%, DROMETRIZOLE TRISILOXANE 2.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02414295","marketed","ISTODAX","","ISTODAX (Romidepsin 10MG)","","L01XH02","ROMIDEPSIN",""
"02414414","marketed","AURO-LAMIVUDINE/ZIDOVUDINE","","AURO-LAMIVUDINE/ZIDOVUDINE (LAMIVUDINE 150MG, ZIDOVUDINE 300MG)","","J05AR01;J05AR01","ZIDOVUDINE AND LAMIVUDINE;ZIDOVUDINE AND LAMIVUDINE",""
"02414430","marketed","MARY KAY CC CREAM","","MARY KAY CC CREAM (OXYBENZONE 1.2%, HOMOSALATE 5.0%, OCTINOXATE 6.5%)","","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02414538","cancelled","ABBOTT-OLANZAPINE ODT","","ABBOTT-OLANZAPINE ODT (OLANZAPINE 5MG)","","N05AH03","OLANZAPINE",""
"02414546","cancelled","ABBOTT-OLANZAPINE ODT","","ABBOTT-OLANZAPINE ODT (OLANZAPINE 10MG)","","N05AH03","OLANZAPINE",""
"02414570","cancelled","ABBOTT-CITALOPRAM","","ABBOTT-CITALOPRAM (CITALOPRAM (CITALOPRAM HYDROBROMIDE) 10MG)","","N06AB04","CITALOPRAM","Depression"
"02414589","cancelled","ABBOTT-CITALOPRAM","","ABBOTT-CITALOPRAM (CITALOPRAM (CITALOPRAM HYDROBROMIDE) 20MG)","","N06AB04","CITALOPRAM","Depression"
"02414597","cancelled","ABBOTT-CITALOPRAM","","ABBOTT-CITALOPRAM (CITALOPRAM (CITALOPRAM HYDROBROMIDE) 40MG)","","N06AB04","CITALOPRAM","Depression"
"02414600","cancelled","ABBOTT-TOPIRAMATE","","ABBOTT-TOPIRAMATE (TOPIRAMATE 25MG)","","N03AX11","TOPIRAMATE",""
"02414619","cancelled","ABBOTT-TOPIRAMATE","","ABBOTT-TOPIRAMATE (TOPIRAMATE 100MG)","","N03AX11","TOPIRAMATE",""
"02414627","cancelled","ABBOTT-TOPIRAMATE","","ABBOTT-TOPIRAMATE (TOPIRAMATE 200MG)","","N03AX11","TOPIRAMATE",""
"02414678","marketed","PREMARIN","","PREMARIN (CONJUGATED ESTROGENS 0.3MG)","","G03CA57","CONJUGATED ESTROGENS",""
"02414686","marketed","PREMARIN","","PREMARIN (CONJUGATED ESTROGENS 0.625MG)","","G03CA57","CONJUGATED ESTROGENS",""
"02414694","marketed","PREMARIN","","PREMARIN (CONJUGATED ESTROGENS 1.25MG)","","G03CA57","CONJUGATED ESTROGENS",""
"02414716","cancelled","ACT EZETIMIBE","","ACT EZETIMIBE (EZETIMIBE 10MG)","","C10AX09","EZETIMIBE",""
"02414759","cancelled","ALFUZOSIN","","ALFUZOSIN (ALFUZOSIN HYDROCHLORIDE 10MG)","","G04CA01","ALFUZOSIN",""
"02414775","dormant","DOM-LANSOPRAZOLE","","DOM-LANSOPRAZOLE (LANSOPRAZOLE 30MG)","","A02BC03","LANSOPRAZOLE",""
"02414783","cancelled","ABBOTT-LEVETIRACETAM","","ABBOTT-LEVETIRACETAM (LEVETIRACETAM 750MG)","","N03AX14","LEVETIRACETAM",""
"02414791","cancelled","ABBOTT-LEVETIRACETAM","","ABBOTT-LEVETIRACETAM (LEVETIRACETAM 500MG)","","N03AX14","LEVETIRACETAM",""
"02414805","cancelled","ABBOTT-LEVETIRACETAM","","ABBOTT-LEVETIRACETAM (LEVETIRACETAM 250MG)","","N03AX14","LEVETIRACETAM",""
"02414864","cancelled","SKIN ENVY SOOTHING CREAM","","SKIN ENVY SOOTHING CREAM (LIDOCAINE HYDROCHLORIDE 2%)","","D04AB01","LIDOCAINE",""
"02414872","cancelled","RE9 ADVANCED FOR MEN TRAVEL SET","","RE9 ADVANCED FOR MEN TRAVEL SET (AVOBENZONE 3.0%, OCTOCRYLENE 2.75%, HOMOSALATE 10.0%, OCTINOXATE 4.0%)","RE9 ADVANCED FOR MEN TRAVEL SET (AVOBENZONE 3.0%, HOMOSALATE 10.0%, OCTOCRYLENE 2.75%, OCTINOXATE 4.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02414880","cancelled","RE9 ADVANCED FOR MEN SET","","RE9 ADVANCED FOR MEN SET (AVOBENZONE 3.0%, OCTOCRYLENE 2.75%, HOMOSALATE 10.0%, OCTINOXATE 4.0%)","RE9 ADVANCED FOR MEN SET (AVOBENZONE 3.0%, HOMOSALATE 10.0%, OCTOCRYLENE 2.75%, OCTINOXATE 4.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02414945","marketed","TIVICAY","","TIVICAY (DOLUTEGRAVIR (DOLUTEGRAVIR SODIUM) 50MG)","","J05AJ03","DOLUTEGRAVIR",""
"02415054","cancelled","PURELAX","","PURELAX (POLYETHYLENE GLYCOL 3350 100%)","","A06AD15","MACROGOL",""
"02415062","cancelled","ESTEE LAUDER DOUBLE WEAR ALL-DAY GLOW BB MOISTURE MAKEUP SPF 30","","ESTEE LAUDER DOUBLE WEAR ALL-DAY GLOW BB MOISTURE MAKEUP SPF 30 (ZINC OXIDE 3.2%, TITANIUM DIOXIDE 5.2%, OCTISALATE 5.0%, OCTINOXATE 7.5%)","ESTEE LAUDER DOUBLE WEAR ALL-DAY GLOW BB MOISTURE MAKEUP SPF 30 (TITANIUM DIOXIDE 5.2%, ZINC OXIDE 3.2%, OCTISALATE 5.0%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415089","marketed","HUMULIN R (KWIKPEN)","","HUMULIN R (KWIKPEN) (INSULIN BIOSYNTHETIC HUMAN BR 100UNIT)","","A10AB01","INSULIN (HUMAN)","Diabetes"
"02415100","marketed","TARO-ZOLEDRONIC ACID","","TARO-ZOLEDRONIC ACID (ZOLEDRONIC ACID (Zoledronic acid monohydrate) 5MG)","","M05BA08","ZOLEDRONIC ACID",""
"02415119","dormant","EXACT SPF FPS 50+ KIDS SUNSCREEN LOTION","SPF FPS 50+ SUNSCREEN LOTION","EXACT SPF FPS 50+ KIDS SUNSCREEN LOTION (AVOBENZONE 3%, OCTOCRYLENE 10%, OXYBENZONE 6%, OCTISALATE 5%, HOMOSALATE 15%)","SPF FPS 50+ SUNSCREEN LOTION (OXYBENZONE 6%, AVOBENZONE 3%, HOMOSALATE 15%, OCTOCRYLENE 10%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415127","cancelled","EXACT SPF FPS 30 SPORT SUNSCREEN LOTION","SPF FPS 30 SUNSCREEN LOTION","EXACT SPF FPS 30 SPORT SUNSCREEN LOTION (AVOBENZONE 3%, OCTOCRYLENE 10%, OCTISALATE 5%, HOMOSALATE 10%)","SPF FPS 30 SUNSCREEN LOTION (AVOBENZONE 3%, HOMOSALATE 10%, OCTOCRYLENE 10%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415151","cancelled","SPF 50+ SPORT BROAD SPECTRUM CONTINUOUS SPRAY","SPF 50+ SPORT BROAD SPECTRUM SUNSCREEN CONTINUOUS SPRAY","SPF 50+ SPORT BROAD SPECTRUM CONTINUOUS SPRAY (AVOBENZONE 3.00%, OCTOCRYLENE 2.75%, OXYBENZONE 4.00%, OCTISALATE 5.00%, HOMOSALATE 10.00%)","SPF 50+ SPORT BROAD SPECTRUM SUNSCREEN CONTINUOUS SPRAY (OXYBENZONE 4.00%, AVOBENZONE 3.00%, HOMOSALATE 10.00%, OCTOCRYLENE 2.75%, OCTISALATE 5.00%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415178","cancelled","SPF 30 SPORT BROAD SPECTRUM SUNSCREEN LOTION","","SPF 30 SPORT BROAD SPECTRUM SUNSCREEN LOTION (AVOBENZONE 3.00%, OCTOCRYLENE 2.75%, OXYBENZONE 2.00%, OCTISALATE 5.00%, HOMOSALATE 7.50%)","SPF 30 SPORT BROAD SPECTRUM SUNSCREEN LOTION (OXYBENZONE 2.00%, AVOBENZONE 3.00%, HOMOSALATE 7.50%, OCTOCRYLENE 2.75%, OCTISALATE 5.00%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415186","marketed","TARO-ZOLEDRONIC ACID CONCENTRATE","","TARO-ZOLEDRONIC ACID CONCENTRATE (ZOLEDRONIC ACID (Zoledronic acid monohydrate) 4MG)","","M05BA08","ZOLEDRONIC ACID",""
"02415194","cancelled","CREON MINIMICROSPHERES 6","","CREON MINIMICROSPHERES 6 (PROTEASE 19000UNIT, LIPASE 6000UNIT, AMYLASE 30000UNIT)","CREON MINIMICROSPHERES 6 (AMYLASE 30000UNIT, PROTEASE 19000UNIT, LIPASE 6000UNIT)","A09AA02;A09AA02;A09A","MULTIENZYMES (LIPASE, PROTEASE ETC);MULTIENZYMES (LIPASE, PROTEASE ETC);MULTIENZYMES (LIPASE, PROTEASE ETC)",""
"02415224","marketed","MEROPENEM FOR INJECTION, USP","","MEROPENEM FOR INJECTION, USP (MEROPENEM 1G)","","J01DH02","MEROPENEM",""
"02415275","marketed","MERCAPTOPURINE TABLETS USP","","MERCAPTOPURINE TABLETS USP (MERCAPTOPURINE 50MG)","","L01BB02","MERCAPTOPURINE",""
"02415313","marketed","SPF 30 DRY MIST LOTION CONTINUOUS SPRAY","COMPLETE DRY MIST SPRAY HYPOALLERGENIC UVA + UVB SPF 30","SPF 30 DRY MIST LOTION CONTINUOUS SPRAY (AVOBENZONE 2.96%, OCTOCRYLENE 5.92%, OCTISALATE 4.88%, HOMOSALATE 8.78%)","COMPLETE DRY MIST SPRAY HYPOALLERGENIC UVA + UVB SPF 30 (AVOBENZONE 2.96%, HOMOSALATE 8.78%, OCTOCRYLENE 5.92%, OCTISALATE 4.88%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415348","dormant","SHEER COVERAGE CONTINUOUS SPRAY SUNSCREEN SPF 50","","SHEER COVERAGE CONTINUOUS SPRAY SUNSCREEN SPF 50 (AVOBENZONE 3%, OCTOCRYLENE 2.75%, OXYBENZONE 4%, OCTISALATE 5%, HOMOSALATE 10%)","SHEER COVERAGE CONTINUOUS SPRAY SUNSCREEN SPF 50 (OXYBENZONE 4%, AVOBENZONE 3%, HOMOSALATE 10%, OCTOCRYLENE 2.75%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415356","cancelled","SHEER COVERAGE FACES SUNSCREEN LOTION SPF 45 WITH BRONZER","","SHEER COVERAGE FACES SUNSCREEN LOTION SPF 45 WITH BRONZER (AVOBENZONE 3%, OCTOCRYLENE 2.75%, OCTISALATE 5%, HOMOSALATE 15%)","SHEER COVERAGE FACES SUNSCREEN LOTION SPF 45 WITH BRONZER (AVOBENZONE 3%, HOMOSALATE 15%, OCTOCRYLENE 2.75%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415364","cancelled","SPF 50+ KIDS BROAD SPECTRUM SUNSCREEN LOTION","","SPF 50+ KIDS BROAD SPECTRUM SUNSCREEN LOTION (AVOBENZONE 3%, OCTOCRYLENE 2.75%, OXYBENZONE 4%, OCTISALATE 5%, HOMOSALATE 10%)","SPF 50+ KIDS BROAD SPECTRUM SUNSCREEN LOTION (OXYBENZONE 4%, AVOBENZONE 3%, HOMOSALATE 10%, OCTOCRYLENE 2.75%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415380","marketed","MYA","","MYA (DROSPIRENONE 3.00MG, ETHINYL ESTRADIOL 0.02MG)","MYA (ETHINYL ESTRADIOL 0.02MG, DROSPIRENONE 3.00MG)","G03AA12;G03AA12","DROSPIRENONE AND ESTROGEN;DROSPIRENONE AND ESTROGEN",""
