"input","match","din/npn","dtc","ahfs","database","pres","type","both"
"senior formulae","Multivitamins And Minerals With Lutein And Lycopene Formula Senior","80007355","","","natural","","word",""
"Senior Multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"senior multivitamin with lutein and lycopene","MULTIVITAMIN","02236800","","","drug","","word","yes"
"seniors formula multi","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"seniors multi vitamin","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"Seniors Multiple Vitamin","Daily Multi Vitamin","80067478","","","natural","","word",""
"seniors multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"seniors vitamin","Daily Multi Vitamin","80067478","","","natural","","word",""
"senokot s","SENOKOT S","00026123","A06AB56","56:12.00","drug","","direct","no"
"Senokot-S","SENOKOT S","00026123","A06AB56","56:12.00","drug","","simple","no"
"seroquel xr","SEROQUEL XR","02300184","N05AH04","28:16.08.04","drug","","direct","no"
"Serrapeptase","Serrapeptase","80038609","","","natural","","direct",""
"Sertraline","SERTRALINE","02284804","N06AB06","28:16.04.20","drug","","direct","no"
"sertraline","SERTRALINE","02284804","N06AB06","28:16.04.20","drug","YES","direct","no"
"Sertraline hydrochlorode","SERTRALINE","02284804","N06AB06","28:16.04.20","drug","","word","no"
"shaklee vitamin c 100 mg","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"sierrasi joint formula 14, 650mg","Joint Formula","80003255","","","natural","","word",""
"SierraSil Health You Can Feel Joint Formula 14","Joint Formula","80003255","","","natural","","word",""
"SierraSil Joint Formula 14","Sierrasil Joint Formula 14","80039305","","","natural","","direct",""
"Sildenafil citrate","SILDENAFIL CITRATE","02401843","G04BE03","24:12.12","drug","","direct","no"
"Silica Nu-life","Silica","02237471","","","natural","","word",""
"silver formula multivites","Argent Colloïdal","80069956","","","natural","NO","word",""
"Simvastatin 10mg","SIMVASTATIN","02284723","C10AA01","24:06.08","drug","","word","no"
"Simvastatin 20 mg","SIMVASTATIN","02284723","C10AA01","24:06.08","drug","","word","no"
"simvastatin 40","SIMVASTATIN","02284723","C10AA01","24:06.08","drug","","word","no"
"simvastatin 40 mg","SIMVASTATIN","02284723","C10AA01","24:06.08","drug","","word","no"
"Sinus Rinse","Sinus Rinse","80053152","","","natural","","direct",""
"Sinusrinse","Sinus Rinse","80053152","","","natural","","simple",""
"sisu brand vitamin d","VITAMIN D","02241564","A11CC","88:16.00","drug","NO","word","yes"
"Sisu Calcium, Magnesium, & Vitamin D Liquid","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"Siv Ramipril","RAMIPRIL","02255316","C09AA05","24:32.04","drug","","word","no"
"Skullcap","Skullcap","80032989","","","natural","","direct",""
"Sleep +","Sleep +","80007174","","","natural","NO","direct",""
"sleep aid","SLEEP AID","02230485","R06AA02","04:04.04","drug","NO","direct","yes"
"sleepsense","Sleepsense","80015600","","","natural","","direct",""
"slippery elm","Slippery Elm","80011415","","","natural","","direct",""
"Slow K","SLOW K","00074225","A12BA01","40:12.00","drug","","direct","no"
"Slow relese potassium","Potassium","80027000","","","natural","","word",""
"sodium bicarbonate","SODIUM BICARBONATE","00485837","","56:04.00","drug","YES","direct","yes"
"Sodium Chloride 5%","Sodium Chloride","80005389","","","natural","","word",""
"SoftChews Caltrate with Vitamin D","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"SOLUCAL FRAMBOISE(100mg/5ml) sol.","Solucal","80002626","","","natural","YES","word",""
"soy isoflavones","Soy Isoflavones","80002961","","","natural","","direct",""
"Spectrum forte","SPECTRUM FORTE","02241867","A11AA03","88:28.01","drug","","direct","yes"
"Spectrum Gold","SPECTRUM GOLD","02231243","A11AA03","88:28.01","drug","","direct","yes"
"spiriva","SPIRIVA","02246793","R03BB04","12:08.08","drug","","direct","no"
"Spiriva","SPIRIVA","02246793","R03BB04","12:08.08","drug","YES","direct","no"
"spiriva 18 ug","SPIRIVA","02246793","R03BB04","12:08.08","drug","","word","no"
"spiriva 18mcg","SPIRIVA","02246793","R03BB04","12:08.08","drug","","word","no"
"spirulina  3 g","Spirulina","80007676","","","natural","","word",""
"spiruline","Spiruline","80055882","","","natural","","direct",""
"sports multi vitamin","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"spring vally brand calcium 1200m","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Stem Enhance","Stemenhance","80027425","","","natural","","simple",""
"stomach ease","Stomach Ease","80006732","","","natural","","direct",""
"Strauss Heart drops","Strauss Heartdrops","80030089","","","natural","NO","simple",""
"Stress B Complex","Stress B Complex","02246191","","","natural","","direct",""
"Stress Force","STRESS","00167002","A11JB","","drug","","word","yes"
"Stressease multivitamin and minerals (Jamieson)","MULTIVITAMIN","02236800","","","drug","","word","yes"
"Stresstabs B-complex vitamins for  women","B-COMPLEX","02238709","A11EA","88:08.00","drug","","word","yes"
"strontium citrate","Strontium Citrate","80047772","","","natural","","direct",""
"sulcrate suspension","SULCRATE","02100622","A02BX02","56:28.32","drug","","word","no"
"sulfate de glucosamine","Sulfate De Glucosamine","80015914","","","natural","","direct",""
"sulfate de glucosamine","Sulfate De Glucosamine","80015914","","","natural","YES","direct",""
"sun chlorella","Chlorella","80039646","","","natural","","word",""
"Sunkist Vitamin C","Vitamin C","02238356","","","natural","","direct",""
"Sunkist Vitamin C and D","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"Sunscreen 70spf","SUNSCREEN","02448890","D02BA30","84:80.00","drug","","word","yes"
"Super B complex","SUPER B COMPLEX","00562882","A11EA","88:08.00","drug","","direct","yes"
"super b50","Super B-50","80035384","","","natural","","simple",""
"super easy multi45 multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"Super easy multivitamin 45+","MULTIVITAMIN","02236800","","","drug","","word","yes"
"super efa capsules","Efa Capsules","80026884","","","natural","","word",""
"super efa liquid","Genestra Brands Tm Super Efa Liquid","80003129","","","natural","","direct",""
"super krill","Super Red Omega Krill Oil","80042841","","","natural","NO","direct",""
"super multi iron free","Super Multi Iron Free","80011269","","","natural","","direct",""
"super prostate","Qualitylab Prostate Gold","80059944","","","natural","","direct",""
"Super Prostate","Qualitylab Prostate Gold","80059944","","","natural","NO","direct",""
"Super Vita-Vim","Super Vita-Vim","02242595","","","natural","","direct",""
"Supervision MultiVitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"Supervision Plus","Omega-3 Supervision","80033236","","","natural","","direct",""
"suppositoire de salofalk","SALOFALK","02112760","A07EC02","56:36.00","drug","","word","no"
"Swanson Digestive Enzymes","DIGESTIVE ENZYMES","02236927","A09AC02","56:16.00","drug","","word","yes"
"swical energy multivitamine","MULTIVITAMINE","02238090","A11JC","88:28.00","drug","","word","no"
"swiss naturals timed release saw palmetto","RELEASE","02238132","A11GA01","88:28.01","drug","","word","no"
"Synrgy ProArGI-9+ L-arginine Complexer","L-Arginine","80000048","","","natural","","word",""
"synthroid","SYNTHROID","02172070","H03AA01","68:36.04","drug","","direct","no"
"synthroid","SYNTHROID","02172070","H03AA01","68:36.04","drug","YES","direct","no"
"synthroid  .025mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .025 mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .05","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .05 mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .05mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .075","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .075mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .088","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .1 mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .125","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .125 mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .15 mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .175; 150","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .1mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid .5 mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"Synthroid .75 mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid 0.05","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid 0.05mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid 0.075","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid 0.1 mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid 0.125","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid 0.125 mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid 0.175","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid 0.5mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid 1.75 mg et 1.50","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"Synthroid 75 mcg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"Synthroid 75 mg","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid Levothyroxine","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid levothyroxine sodium","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"synthroid n","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"systane balance","BALANCE","00390496","V07AV","38:00.00","drug","NO","word","yes"
"systane blance, lubricant  eye drops","EYE DROPS","02213001","S01GA02","52:32.00","drug","","word","no"
"systane ultra","Ultra","80059272","","","natural","","word",""
"sytrinol","Sytrinol","80033137","","","natural","","direct",""
"Sytrinol","Sytrinol","80033137","","","natural","NO","direct",""
"tab ratio-domperidone","RATIO-DOMPERIDONE","01912070","A03FA03","56:32.00","drug","","word","no"
"tab synthroid","SYNTHROID","02172070","H03AA01","68:36.04","drug","","word","no"
"tamine C+D ( 500mg +500UI) antioxydant support  marque Jamieson","Antioxydant","80054288","","","natural","","word",""
"Tamoxifen","TAMOXIFEN","02237596","L02BA01","10:00.00","drug","","direct","no"
"Tamoxifen 20 mg","TAMOXIFEN","02237596","L02BA01","10:00.00","drug","","word","no"
"tamoxifen citrate","TAMOXIFEN","02237596","L02BA01","10:00.00","drug","","word","no"
"tamsulosin CR","TAMSULOSIN CR","02413612","G04CA02","12:16.04.12","drug","","direct","no"
"Taro Warfarin","WARFARIN","02344025","B01AA03","20:12.04.08","drug","","word","no"
"Tecta","TECTA","02267233","A02BC02","56:28.36","drug","","direct","no"
"Telmisartan","TELMISARTAN","02388944","C09CA07","24:32.08","drug","","direct","no"
"telmisartan 80 mg","TELMISARTAN","02388944","C09CA07","24:32.08","drug","","word","no"
"TELMISARTAN 80/12.5","TELMISARTAN","02388944","C09CA07","24:32.08","drug","","word","no"
"telmisartan plaq","TELMISARTAN","02388944","C09CA07","24:32.08","drug","","word","no"
"testosterone","Power For Men","80067479","","","natural","","direct",""
"Testosterone (0.75mg)","Power For Men","80067479","","","natural","","word",""
"testosterone androgel","ANDROGEL","02245345","G03BA03","68:08.00","drug","","word","no"
"testosterone shot","Power For Men","80067479","","","natural","","word",""
"teva anastrozole plaq","ANASTROZOLE","02395649","L02BG03","10:00.00","drug","","word","no"
"Teva Clonidine","CLONIDINE","02361299","C02AC01","24:08.16","drug","","word","no"
"teva diclofenac sr","DICLOFENAC SR","02352400","M01AB05","28:08.04.08","drug","","word","no"
"teva fluvastatin","TEVA-FLUVASTATIN","02299224","C10AA04","24:06.08","drug","","simple","no"
"teva gabapentin","GABAPENTIN","02238671","N03AX12","28:12.92","drug","","word","no"
"teva lorazepam 1mg","LORAZEPAM","02351072","N05BA06","28:24.08","drug","","word","no"
"Teva metoprolol","METOPROLOL","02350394","C07AB02","24:24.00","drug","","word","no"
"teva oxybutynin","OXYBUTYNIN","02350238","G04BD04","86:12.04","drug","","word","no"
"teva pantoprazole","PANTOPRAZOLE","02309858","A02BC02","56:28.36","drug","","word","no"
"teva risedronate","RISEDRONATE","02347474","M05BA07","92:24.00","drug","","word","no"
"teva valsartan","VALSARTAN","02366940","C09CA03","24:32.08","drug","","word","no"
"teva venlafaxine xr","VENLAFAXINE XR","02273969","N06AX16","28:16.04.16","drug","","word","no"
"Teva-diltiazem","TEVA-DILTIAZEM","00862924","C08DB01","24:28.92","drug","","direct","no"
"Teva-Divalproex Sodium 125mg","TEVA-DIVALPROEX","02239701","N03AG01","28:12.92","drug","","word","no"
"teva-hydrochlorothiazide","TEVA-HYDROCHLOROTHIAZIDE","00021474","C03AA03","40:28.20","drug","","direct","no"
"teva-hydrochlorothiazide 25 mg","TEVA-HYDROCHLOROTHIAZIDE","00021474","C03AA03","40:28.20","drug","","word","no"
"Teva-nortriptyline (10mg)","TEVA-NORTRIPTYLINE","02231781","N06AA10","28:16.04.28","drug","","word","no"
"teva-pregabalin DIN 02361183","TEVA-PREGABALIN","02361183","N03AX16","28:12.92","drug","","code",""
"teva-rosuvastatin - 20mg","TEVA-ROSUVASTATIN","02354608","C10AA07","24:06.08","drug","","word","no"
"Teva-Sertraline","TEVA-SERTRALINE","02240481","N06AB06","28:16.04.20","drug","","direct","no"
"teva-spironolactone","TEVA-SPIRONOLACTONE","00613215","C03DA01","24:32.20","drug","","direct","no"
"teva-tamsulosin cr DIN 02368242","TEVA-TAMSULOSIN CR","02368242","G04CA02","12:16.04.12","drug","","code","no"
"The Greens","Greens","80025575","","","natural","","word",""
"the ultimate one multi vitamin","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"theracurmin","Theracurmin","80049986","","","natural","","direct",""
"thiamine mononitrate","Vitamin B1","80068106","","","natural","","word",""
"Thorne B Complex","Thorne B Complex","00633224","","","natural","","direct",""
"Thrive","Thrive","80068692","","","natural","","direct",""
"thyro care","Thyro","80057653","","","natural","","word",""
"Thyrosmart supplement","Thyrosmart","80028673","","","natural","","word",""
"tiazac xc","TIAZAC XC","02256738","C08DB01","24:28.92","drug","","direct","no"
"timoptic","TIMOPTIC","00451193","S01ED01","52:40.08","drug","YES","direct","no"
"timoptic","TIMOPTIC","00451193","S01ED01","52:40.08","drug","","direct","no"
"Tizanidine","TIZANIDINE","02259885","M03BX02","12:20.04","drug","","direct","no"
"Topicort","TOPICORT","02221896","D07AC03","84:06.00","drug","","direct","no"
"total efa omega","TOTAL","00564427","V07AV","38:00.00","drug","","word","no"
"Total Health Park (multivitamin)","TOTAL","00564427","V07AV","38:00.00","drug","","word","no"
"total one","TOTAL","00564427","V07AV","38:00.00","drug","","word","no"
"Toviaz (4mg)","TOVIAZ","02380021","G04BD11","86:12.04","drug","","word","no"
"Toviaz 8mg","TOVIAZ","02380021","G04BD11","86:12.04","drug","","word","no"
"trancet plus","Plus","80039392","","","natural","","word",""
"trandate","TRANDATE","02106272","C07AG01","24:24.00","drug","YES","direct","no"
"travatan","TRAVATAN","02244896","S01EE04","52:40.28","drug","","direct","no"
"Trazodone","TRAZODONE","02348772","N06AX05","28:16.04.24","drug","YES","direct","no"
"Tri-3d omega","Oméga","80060745","","","natural","","word",""
"triatec-30","TRIATEC-30","00789828","N02AA59","28:08.08","drug","","direct","no"
"triple action omega 3","Triple Action Omega 3","80028151","","","natural","NO","direct",""
"triple concentration omega-3 900mg","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"Triple Strength Fish Oil","Triple Strength Fish Oil","80009731","","","natural","","direct",""
"Triquilar 21","TRIQUILAR 21","00707600","G03AB03","68:12.00","drug","","direct","no"
"trusopt","TRUSOPT","02216205","S01EC03","52:40.12","drug","","direct","no"
"tumeric","Tumeric","80069493","","","natural","","direct",""
"tumeric","Tumeric","80069493","","","natural","NO","direct",""
"Tums antacid","ANTACID","02231621","A02AD01","56:04.00","drug","NO","word","no"
"tums ultra","Ultra","80059272","","","natural","","word",""
"Turmeric","Turmeric","80000699","","","natural","","direct",""
"turmeric root, 300mg","Turmeric","80000699","","","natural","","word",""
"turmeric supplement","Turmeric","80000699","","","natural","","word",""
"Tylenol 1 - with codeine 8mg / acetaminophen 300mg","ACETAMINOPHEN","02236958","N02BE01","28:08.92","drug","NO","word","no"
"tylenol extra fort","Extra","80062086","","","natural","","word",""
"Tylenol Regular","Formula F","80052440","","","natural","NO","word",""
"Tylenol Sinus","Sinus","80003148","","","natural","NO","word",""
"ubiquinol","Ubiquinol","80028055","","","natural","","direct",""
"Uloric 80 mg","ULORIC","02357380","M04AA03","92:16.00","drug","","word","no"
"ultimate Flora probiotics","Probiotics","80055794","","","natural","","word",""
"Ultimate Prostate Support","Ultimate Prostate Support","80028703","","","natural","","direct",""
"Ultra B Complex NPN 80029312","Ultra B Complex 100 Mg","80029312","","","natural","","code",""
"ultra man 50 plus","50 PLUS","02073102","A11AA03","88:28.00","drug","","word","no"
"Uniphyl","UNIPHYL","02014165","R03DA04","86:16.00","drug","","direct","no"
"uri-sec 22%","Urisec 22","00396125","","","natural","YES","simple",""
"ursofalk","URSOFALK","01945254","A05AA02","56:14.00","drug","","direct","no"
"Usana Multimineral plus","Plus","80039392","","","natural","NO","word",""
"Usana Multivitamin and minera healthpackl","MULTIVITAMIN","02236800","","","drug","","word","yes"
"uti cleanse","Uti Cleanse V","80057354","","","natural","","direct",""
"vagifem","VAGIFEM","02241332","G03CA03","68:16.04","drug","","direct","no"
"vagifem  10","VAGIFEM","02241332","G03CA03","68:16.04","drug","","word","no"
"vagifem 10","VAGIFEM 10","02325462","G03CA03","68:16.04","drug","","direct","no"
"Vagifem10 estradiol","ESTRADIOL","02451239","G03CA03","68:16.04","drug","","word","no"
"Valerian and chamomile tea","VALERIAN","02246073","N05CM09","28:24.92","drug","","word","yes"
"Valproic Acid","Acid","80023450","","","natural","","word",""
"Valsartan","VALSARTAN","02366940","C09CA03","24:32.08","drug","","direct","no"
"valsartan 80 mg","VALSARTAN","02366940","C09CA03","24:32.08","drug","","word","no"
"Valsartan 80mg","VALSARTAN","02366940","C09CA03","24:32.08","drug","","word","no"
"valtrex","VALTREX","02219492","J05AB11","08:18.32","drug","","direct","no"
"varech","Varech","80061708","","","natural","","direct",""
"vasotec 10 mg","VASOTEC","00670901","C09AA02","24:32.04","drug","","word","no"
"Vasotec pre-pak","VASOTEC","00670901","C09AA02","24:32.04","drug","","word","no"
"vega one","Vega One","80045988","","","natural","","direct",""
"Vega One all in one nutritional shake","Vega One","80045988","","","natural","","word",""
"vega one nutritional shake","Vega One","80045988","","","natural","","word",""
"vegapure","Cholessterol Tm With Vegapure","80009601","","","natural","","direct",""
"Vege Greens","Greens","80025575","","","natural","","word",""
"Vemma - Vitamins, essential minerals, mangosteen, aloe","ALOE","02233083","","92:02.00","drug","","word","yes"
"venlafaxine xr","VENLAFAXINE XR","02273969","N06AX16","28:16.04.16","drug","","direct","no"
"venlafaxine xr 75 mg","VENLAFAXINE XR","02273969","N06AX16","28:16.04.16","drug","","word","no"
"Ventolin Diskus","VENTOLIN DISKUS","02243115","R03AC02","12:12.08.12","drug","","direct","no"
"Ventolin HFA","VENTOLIN HFA","02241497","R03AC02","12:12.08.12","drug","","direct","no"
"Verapamil SR (180mg)","VERAPAMIL SR","02303558","C08DA01","24:28.92","drug","","word","no"
"Viagra","VIAGRA","02239766","G04BE03","24:12.12","drug","","direct","no"
"Vibe Original liquid dieteary supplement","Original / 4 Milliards De Cellules Actives / 4 Billion Acitve Cells","80060480","","","natural","","word",""
"victoza","VICTOZA","02351064","A10BX07","68:20.06","drug","","direct","no"
"vinpocetine","Vinpocetine","80052590","","","natural","NO","direct",""
"Visi Wellness","Wellness","80045057","","","natural","","direct",""
"Vit A","Vita+","80054695","","","natural","","simple",""
"Vit A&E","VITA-E","00608092","A11HA03","88:20.00","drug","","simple","no"
"vit b 12 1000 mcg","Vitamin B12","80006297","","","natural","","word",""
"vit B complex","B Complex","02239815","","","natural","","word",""
"Vit C 1000mg","Vitamin C 1000 Mg Sustained Release Tablets","00760587","","","natural","","word",""
"vit C 500 mg","Vitamin C Chewable 500 Mg Wild Blueberry","80017547","","","natural","","word",""
"VIT C with rose hips","Rose","80035920","","","natural","","word",""
"Vit C with rose hips","Rose","80035920","","","natural","NO","word",""
"Vit D 1000 iu","Vit D 1000","80063899","","","natural","","word",""
"vit D 1000 mg","Vit D 1000","80063899","","","natural","","word",""
"vit D 3 plus","Plus","80039392","","","natural","","word",""
"vit D 400 iu","Vit D 400","80063897","","","natural","","word",""
"vit D and calcium","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Vit D3 drops","Vitamin D3 Drops 1000 Iu","80021508","","","natural","","word",""
"vit for women 50+","FOR WOMEN","02240798","A11JB","88:28.01","drug","","word","no"
"vita vim","Vita Vim","80054236","","","natural","","direct",""
"Vita-Vim","Vita Vim","80054236","","","natural","","simple",""
"Vita-Vim Adult 50 plus","50 PLUS","02073102","A11AA03","88:28.00","drug","NO","word","no"
"vita-vim for women","FOR WOMEN","02240798","A11JB","88:28.01","drug","","word","no"
"Vita-Vim Multivitamins","MULTIVITAMINS","00244341","A11BA","88:28.00","drug","","word","yes"
"Vital 1 Multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"vital 2 platinum","Vital 2 Platinum","80046745","","","natural","","direct",""
"Vitalax","VITALAX","00466468","","","drug","","direct","no"
"vitality 4","Vitality","80023630","","","natural","","word",""
"vitality 4 for women","FOR WOMEN","02240798","A11JB","88:28.01","drug","","word","no"
"vitality 4 multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"Vitality 6 (Melaleuca)","Vitality","80023630","","","natural","","word",""
"vitality 6 multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"Vitality Mulitvitamin & Minerals","Vitality","80023630","","","natural","","word",""
"vitality total","TOTAL","00564427","V07AV","38:00.00","drug","","word","no"
"VitalityTotal Essentials+Heart+Body Multivitamin Packs","MULTIVITAMIN","02236800","","","drug","","word","yes"
"vitalus plus Omega-3 with Lutein Multivitamin/Multimineral","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"vitalux","Vitalux","80015730","","","natural","","direct",""
"Vitalux","Vitalux","80015730","","","natural","NO","direct",""
"vitalux","Vitalux","80015730","","","natural","YES","direct",""
"vitalux  avec 5mg de luteine","Vitalux","80015730","","","natural","NO","word",""
"vitalux  with 5 mg lutin","Vitalux","80015730","","","natural","","word",""
"Vitalux (eyes)","Vitalux","80015730","","","natural","","word",""
"vitalux (lutein)","Vitalux","80015730","","","natural","","word",""
"vitalux (oméga 3)","Vitalux","80015730","","","natural","","word",""
"vitalux 5 mg","Vitalux","80015730","","","natural","","word",""
"vitalux 5mg","Vitalux","80015730","","","natural","","word",""
"vitalux advance","Vitalux","80015730","","","natural","","word",""
"Vitalux Advanced","Vitalux Advanced","80044606","","","natural","NO","direct",""
"vitalux aredes formula mulitvitamin","Vitalux","80015730","","","natural","","word",""
"vitalux for eyes","Vitalux","80015730","","","natural","","word",""
"vitalux for smokers","Vitalux","80015730","","","natural","","word",""
"Vitalux Healthy Eyes","Vitalux Healthy Eyes","80016111","","","natural","","direct",""
"vitalux healthy eyes ocular multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"vitalux multi vit","MULTI","02243300","S01XA20","52:12.00","drug","NO","word","yes"
"vitalux multivitamin with lutein 5 mg","MULTIVITAMIN","02236800","","","drug","","word","yes"
"vitalux omégo 3","Vitalux","80015730","","","natural","","word",""
"vitalux plus","Vitalux Plus Omega 3","80016683","","","natural","","direct",""
"vitalux plus omega 3","Vitalux Plus Omega 3","80016683","","","natural","","direct",""
"vitalux plus Omega-3","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"Vitalux plus Omega-3 Advanced AREDS Formula with Lutein plus added defense","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"vitalux s","Vitalux","80015730","","","natural","NO","word",""
"Vitalux S multivitamin/multiminerals","Vitalux","80015730","","","natural","","word",""
"Vitalux S plus omega-3","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"vitalux timed release multivitamin/mineral DIN 02240199","Timed Release Vitalux","02240199","","","natural","YES","code",""
"Vitalux-S","Vitalux-S","80015728","","","natural","","direct",""
"Vitalux-S","Vitalux-S","80015728","","","natural","NO","direct",""
"Vitalux-S Plus Omega-3","Vitalux-S Plus Omega-3","80028004","","","natural","","direct",""
"Vitaluxplus","Vitalux Plus Omega 3","80016683","","","natural","","simple",""
"Vitamain D (Sisu) NPN 80001870","Vitamin D 1,000 Iu Tablets","80001870","","","natural","","code",""
"vitamin","Daily Multi Vitamin","80067478","","","natural","","direct",""
"vitamin","Daily Multi Vitamin","80067478","","","natural","NO","direct",""
"vitamin  c","Daily Multi Vitamin","80067478","","","natural","NO","word",""
"vitamin  c","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin  d 1000 IU","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin  d 1000iu","Daily Multi Vitamin","80067478","","","natural","NO","word",""
"vitamin 1000 IU","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin 1000iu","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin 500 mg","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin A","VITAMIN A","02049694","A11CA01","88:04.00","drug","","direct","yes"
"Vitamin A  10000 IU","VITAMIN A","02049694","A11CA01","88:04.00","drug","NO","word","yes"
"vitamin A 10 000 IU","VITAMIN A","02049694","A11CA01","88:04.00","drug","","word","yes"
"Vitamin A 10,000 IU","Vitamin A 10,000 Iu","80000186","","","natural","","direct",""
"vitamin A 10000iu","VITAMIN A","02049694","A11CA01","88:04.00","drug","","word","yes"
"VITAMIN AND MINERAL SUPPLEMENT","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin b","Vitamin B-6 Capsules","02240315","","","natural","","direct",""
"vitamin b","Vitamin B-6 Capsules","02240315","","","natural","NO","direct",""
"vitamin B 100 complex","Balanced B Complex 100 Timed Release Tablets","02243425","","","natural","","direct",""
"Vitamin B 100 Complex","Balanced B Complex 100 Timed Release Tablets","02243425","","","natural","NO","direct",""
"vitamin B 12","Vitamin B 12","02212684","","","natural","","direct",""
"vitamin b 12","Vitamin B 12","02212684","","","natural","YES","direct",""
"vitamin b 12","Vitamin B 12","02212684","","","natural","NO","direct",""
"vitamin b 50","Vitamin B 50 Complex","02240983","","","natural","NO","direct",""
"vitamin b 50","Vitamin B 50 Complex","02240983","","","natural","","direct",""
"vitamin b 50 complex","Vitamin B 50 Complex","02240983","","","natural","","direct",""
"vitamin B complex","VITAMIN B COMPLEX","00609374","","","drug","","direct","yes"
"Vitamin B complex","VITAMIN B COMPLEX","00609374","","","drug","NO","direct","yes"
"vitamin B complex 50mg","VITAMIN B COMPLEX","00609374","","","drug","","word","yes"
"vitamin B-12","Vitamin B-12","02204630","","","natural","","direct",""
"Vitamin B-complex","Vitamin B-Complex","80025259","","","natural","","direct",""
"Vitamin B100","Vitamin B100","80044201","","","natural","","direct",""
"vitamin B100 complex","Vitamin B100 Complex","80069958","","","natural","","direct",""
"VITAMIN B12","VITAMIN B12","00521515","B03BA01","88:08.00","drug","","direct","yes"
"vitamin B12","VITAMIN B12","00521515","B03BA01","88:08.00","drug","NO","direct","yes"
"Vitamin B12","VITAMIN B12","00521515","B03BA01","88:08.00","drug","YES","direct","yes"
