"input","match","database","type","matches","both"
"one a day for adults","NULL","NULL","NULL","DAILY","NULL","multivitamin","MORE-THAN-YEAR","supplement "
"one touch all test strip","NULL","-8","TABLETS-CAPSULES","THREE-X-WEEK","NULL","NULL","MORE-THAN-YEAR","type 2 diabetes "
"one-a-day","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","general health "
"OPUS CAL D","NULL","1","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","prevention os "
"opus cal d","NULL","500","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","prevention osteoporose "
"opus cal d 500 mg 400 ui","NULL","1","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","complement pour synthroid "
"opus cal-D","NULL","2","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","suite a une fracture de la L1 (legere osteoporose) "
"osteoguard -magnesium supplement","NULL","NULL","NULL","DAILY","NULL","no details of how much is in each one-1 cap daily","MORE-THAN-YEAR","because of the lactose intolerance "
"Ovol","NULL","-8","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","gas relief "
"oxazepam","NULL","30","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","sleep "
"oxazepam","NULL","15","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","insomnia "
"Oxazepam","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","to induce sleep "
"Oxazepam","NULL","30","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","or sleep (started when my son died 6 years ago) "
"oxybutynine","NULL","5","MG","DAILY","NULL","NULL","LESS-THAN-6-MONTHS","descend de vessi "
"oxycocet","NULL","325","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","pain "
"oxycodene","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","pain "
"Oxycyclin","NULL","100","MG","DAILY","NULL","NULL","LESS-THAN-6-MONTHS","rash "
"Pamidronate","NULL","1","INJECTION","MONTHLY","NULL","NULL","MORE-THAN-YEAR","To prevent bone loss "
"pantaloc","NULL","NULL","NULL","NULL","NULL","NULL","MORE-THAN-YEAR","acid reflux "
"pantaloc","NULL","20","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","stomach acid "
"pantaloc","NULL","40","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","acidité, reflus gastrique"
"pantalok","NULL","NULL","NULL","NULL","NULL","NULL","MORE-THAN-YEAR","reflux "
"pantaloprazole","NULL","40","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","ant-acid "
"Pantapozole","YES","40","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","acid reflex "
"pantoprazol","NULL","40","MG","EVERY-OTHER-DAY","NULL","NULL","LESS-THAN-6-MONTHS","brulure des estomac "
"Pantpprazole","NULL","40","MG","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","Estomac "
"Paracetemol","NULL","-8","PUMP","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","for headaches "
"pariet","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","problèmes estomac "
"pariet","NULL","210","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","stomach "
"pariot","NULL","-8","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","acid reflux "
"Paroxetineb (Mylan)","NULL","10","MG","DAILY","NULL","NULL","NULL","mild anti-depressant "
"parsitan","NULL","50","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","mal de parkinson "
"pastilles vichy","NULL","1","TABLETS-CAPSULES","TWICE-A-WEEK","NULL","non prescription\ndepuis une dizaine d'annees.","MORE-THAN-YEAR","pour la digestion. "
"paxel","NULL","13","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","anxiety and pms "
"paxil","NULL","1","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","peri menopause, depression"
"paxil","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","prescribed "
"paxil","NULL","30","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","depression "
"paxil","NULL","20","MG","EVERY-OTHER-DAY","NULL","NULL","MORE-THAN-YEAR","treatment for anxiety "
"Paxil","NULL","30","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","anxiety "
"Paxil","NULL","20","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","mild depression and anxiety "
"paxil","NULL","50","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","obsessive compulsive disorder "
"paxil","NULL","10","MG","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","depression and lack of energy "
"paxil","NULL","40","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","trouble danxiété "
"paxil","NULL","20","MG","DAILY","NULL","1 comprimÃ ","MORE-THAN-YEAR","anxieté "
"paxil","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","anti depressant "
"paxil","NULL","60","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","anti-depressants "
"Paxil 10mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","Anxiety and Depression "
"Paxol","YES","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","for anxiety "
"Pemerin","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","HRT "
"pensaid","YES","50","DROPS","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","anti-inflammatory "
"Pentaloc","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","acid reflux "
"pentaprozole","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","acid reflux "
"pentoloc","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","reflus gastrique "
"pentoprazole","NULL","40","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","ulcers d'estomach "
"Pentoprazole sodium","NULL","40","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","heart attack "
"Pepcid","NULL","1","TABLETS-CAPSULES","WEEKLY","NULL","NULL","MORE-THAN-YEAR","Acid Reflux, happened after twins"
"perindopril","NULL","4","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","blood pressure "
"perphemazine","NULL","2","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","anxiety "
"phenazerine","NULL","8","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","anxiety management "
"Phosamax","NULL","70","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","osteoporosis "
"phytobec","NULL","2","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","immune system, general health"
"phytogreens","NULL","2","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","LESS-THAN-6-MONTHS","general health "
"pillule pour cholestérol","NULL","1","TABLETS-CAPSULES","DAILY","NULL","participant n avait pas ce mÃ dicament en main","6-MONTHS-TO-YEAR","cholestérol "
"Pindolol","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","to lower cholesterol "
"piqures de fragment","NULL","1","ML","DAILY","NULL","Il l'a eu jusqu'Ã mi-Septembre.","LESS-THAN-6-MONTHS","anti-coagulent suite à une blessure "
"platinum","NULL","NULL","NULL","DAILY","NULL","1 tablet","LESS-THAN-6-MONTHS","health "
"Plendil","NULL","3","MG","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","for high blood pressure "
"Plo Kit Cream","NULL","8","PERCENTAGE","AS-NEEDED","NULL","DIN - 00999202","LESS-THAN-6-MONTHS","Pain in infected knee "
"PMS Amlodipinefois","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","haute pression "
"pms atorvastatine","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","cholesterol "
"PMS Biscodyl","NULL","5","MG","FOUR-X-DAY","NULL","NULL","MORE-THAN-YEAR","Constipation. "
"pms hydrochlor","NULL","13","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","anti hypertension "
"pms venlafaxine","NULL","150","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","pour lanxiété "
"Pms-Atenelol","NULL","50","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Blood pressure "
"pms-carbamazeprine cr","NULL","200","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","epilepsy "
"pms-dhydrochlorothiazide","NULL","13","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","pression "
"pms-dicifenac","YES","1","UNITS","FOUR-X-DAY","NULL","NULL","LESS-THAN-6-MONTHS","joint issue "
"PMS-Fluoxetine","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Antidepresseur "
"PMS-Hydrochlo","NULL","13","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","NULL"
"pms-hydrocllorothiazide","NULL","13","MG","EVERY-OTHER-DAY","NULL","NULL","MORE-THAN-YEAR","hypertension "
"pms-ranitidine","NULL","150","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","stomach "
"pms-rosubastatin","NULL","20","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","chol control "
"pms-rosurvastailn","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","chol control "
"pmsranitidine","NULL","150","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","acid reflux "
"polycernol","NULL","1","TABLETS-CAPSULES","WEEKLY","NULL","NULL","MORE-THAN-YEAR","general health "
"pradax","NULL","300","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","fibrilation oriculaire "
"Pradax","NULL","150","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","Blood thinner "
"Pradax","NULL","110","MG","TWICE-DAILY","NULL","NULL","LESS-THAN-6-MONTHS","blood thinner "
"Pradax","NULL","110","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","atrial fibrillation "
"pradax","NULL","150","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","blood thinner "
"pradax","NULL","110","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","prescribed by doctor "
"pradax","NULL","150","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","anti-coagulent "
"Pradax","NULL","1","MG","TWICE-DAILY","NULL","NULL","6-MONTHS-TO-YEAR","Heart Health "
"Pradax","NULL","50","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","blood thinner "
"Prednisone","YES","5","MG","DAILY","NULL","DIN# not on label","MORE-THAN-YEAR","Anti-Rejection Kidney TX "
"Prednisone","NULL","1","MG","OTHER","3X per week","1 tablet 3 X per week","MORE-THAN-YEAR","polymyalgia rheumatica "
"prednisone","NULL","5","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","artérite temporale, polymyalgie rhumatica"
"Prednisone","NULL","10","MG","EVERY-OTHER-DAY","NULL","NULL","MORE-THAN-YEAR","for Polymyositis "
"prednisone","NULL","20","MG","EVERY-OTHER-DAY","NULL","NULL","MORE-THAN-YEAR","autoimmune condition - myasthenia gravis - diagnosed in 1992. \nmonthly, participant attends hospital for IVIG infusion."
"prednisone (not sure which)","NULL","5","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","graft vs host disease "
"Prednizone","NULL","1","TABLETS-CAPSULES","AS-NEEDED","NULL","varies depending on platelet levels","MORE-THAN-YEAR","Immune Thrombocytopedia "
"PREGNENOLONE","NULL","100","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","HORMONE "
"premarine","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","hormonotherapie, menopause"
"premarine 0.625 mg","NULL","1","G","TWICE-A-WEEK","NULL","NULL","MORE-THAN-YEAR","lychen sclereux "
"premerin","NULL","1","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","vaginal dryness "
"premium multi-cap","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","health "
"preservision","NULL","10","MG","TWICE-DAILY","NULL","10mg de lutein avec un peu des vitamines c, e zinc et cuivre","MORE-THAN-YEAR","santé des yeux "
"preservision","NULL","2","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","6-MONTHS-TO-YEAR","prevention degenerescence maculaire "
"PreserVision (Bausch + Lomb)","NULL","2","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","LESS-THAN-6-MONTHS","macular degeneration "
"presevision formuleAREDS( 1000mg omega-3, 10mg lutein, 2mg zeaxanthine)","NO","2","TABLETS-CAPSULES","OTHER","2comp/2fois /jours;   au besoin.","2comp/2fois /jours;   au besoin.","MORE-THAN-YEAR","pour les yeux. "
"prevasid","NULL","30","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","acid reflux "
"Prevasid (over the counter in the US)","NULL","20","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Eosiniphillic Esophagitis "
"prilosec 20,6 mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","estomac "
"pro aas ec","NULL","80","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","blood thinner "
"pro aas ec","NULL","80","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","to keep the blood thin "
"pro aas ec","NULL","80","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","prevention d'accident cardiaque "
"pro aas ec","NULL","80","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","avc "
"Pro aas ec","NULL","80","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Cardiaque "
"PRO AAS EC 80MG,CO","NULL","1","TABLETS-CAPSULES","DAILY","NULL","1comp 1 fois par jour au dejeuner","MORE-THAN-YEAR","FLUIDITE DU SANG "
"pro aasec","NULL","80","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","antecedents cardiaques dans la famille "
"pro amox","NULL","500","MG","THREE-X-DAY","NULL","NULL","LESS-THAN-6-MONTHS","NULL"
"PRO ASS EC","NULL","80","MG","DAILY","NULL","CIRCULATION","MORE-THAN-YEAR","circulation sanguine "
"Pro Cal","NULL","500","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","bone - calcium "
"pro cal d","NULL","500","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","general health "
"pro cal d","NULL","500","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","au lieu de l hormonothérapie. depuis son hystérectomie "
"pro cal d","NULL","500","MG","TWICE-DAILY","NULL","et 400 UI","MORE-THAN-YEAR","santé des os "
"pro cal d","NULL","500","MG","TWICE-DAILY","NULL","et 400 UI vitamine d","MORE-THAN-YEAR","santé des os "
"pro cal d 400 bleu","NULL","500","MG","DAILY","NULL","500 mg-400ui\n2 comprimÃ s","MORE-THAN-YEAR","prévention "
"pro cal d 400 bleu","NULL","500","MG","DAILY","NULL","d 400ui 1 comprimÃ ","MORE-THAN-YEAR","menopause "
"PRO CAL D 400 BLEU . 500MG 400UI","YES","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","Pour l'age "
"PRO CAL D 400 BLEU 500MG -400UI","YES","1","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","POUR LES OS "
"pro hydroxyquine","NULL","200","MG","DAILY","NULL","2 comprimÃ s","MORE-THAN-YEAR","arthrite rheumatoide "
"pro-vastatin","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","cholesterol "
"ProARGI-9+","NULL","NULL","NULL","DAILY","NULL","Powder","MORE-THAN-YEAR","L-arginine complex to prevent heart problems "
"Probiotique","NULL","NULL","NULL","DAILY","NULL","NULL","MORE-THAN-YEAR","10 billions de cellules \npas de DIN"
"ProCal D","YES","1","IU","TWICE-DAILY","NULL","500MG-400UI","MORE-THAN-YEAR","bien etre "
"proctosedyl","NULL","1","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","bowels "
"Proctosedyl","NULL","30","MG","TWICE-DAILY","NULL","30 mg of various medication","LESS-THAN-6-MONTHS","hemroid treatment "
"Product B","NULL","2","TABLETS-CAPSULES","TWICE-DAILY","NULL","1070 mg","6-MONTHS-TO-YEAR","anti-vielissement "
"produit stemtech","NULL","1100","MG","DAILY","NULL","stemenhance SE2\n\n2 comprimÃ s Ã la fois","MORE-THAN-YEAR","accelérateur de cellules souches "
"Progeseterone","NULL","100","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","menopausal symptoms "
"Progesterone","NULL","200","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","symptoms of going through menopause "
"progesterone","NULL","50","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","because of menopause "
"progesterone","NULL","30","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","menopause "
"progesterone","NULL","20","ML","DAILY","NULL","NULL","MORE-THAN-YEAR","to help keep a mental balance "
"progesterone","NULL","100","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","menopause "
"Progesterone (50mg)","NULL","50","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","help with sleep "
"progesterone 2.7","NULL","60","MG","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","HRT "
"Progesterone 25mg (2.5%)","NULL","1","G","DAILY","NULL","NULL","MORE-THAN-YEAR","hormone replacement "
"progesterone 30mg","NULL","1","UNITS","DAILY","NULL","1 application a day","MORE-THAN-YEAR","hrt "
"progesterone cream","YES","25","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","general health "
"Progesterone Cream","NULL","100","MG","TWICE-DAILY","NULL","50 mg per mL, 1 mL per pump, 2 pumps used nightly","MORE-THAN-YEAR","Hormone replacement therapy "
"Propanolol","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Prevent tremor "
"prophene","NULL","1","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","arrythmia "
"Provacol","NULL","20","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Cholesterol "
"provacol","NULL","40","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","cholestérol "
"provastatin","NULL","40","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","cholesterol "
"Provastatin","NULL","80","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","High cholesterol "
"proxial","NULL","1","INJECTION","OTHER","every 6 months","x","LESS-THAN-6-MONTHS","osteoporosis "
"Prozac","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Stress, depression"
"Prozac","NULL","60","MG","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","Depression and anxiety "
"Prrobiotic","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","digestion "
"prtecta","NULL","-8","ERROR","DK-NA","NULL","NULL","6-MONTHS-TO-YEAR","acid reflux "
"Puffer -red (not available)","NULL","-8","PUMP","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","asthma "
"Pulmicort","NULL","1","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Renite chronique "
"pulmicort","NULL","400","MCG-UG-MICROGRAMS","DAILY","NULL","NULL","MORE-THAN-YEAR","asthma "
"Pulmicort 200 mg","NULL","2","PUFF","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","asthma "
"Pure North Maintenance Pack","NO","NULL","NULL","DAILY","NULL","1 pack contains:\nMultivitamin\nOmega 3\nProbiotic\nDigestive Enzymes","MORE-THAN-YEAR","General health "
"Pure North Maintenance Pack","NULL","NULL","NULL","EVERY-OTHER-DAY","NULL","Each pack contains: \n2 Vital 2 Platinum Multivitamins\n1 OptiMega 3\n1 Probiotic-Pro BB546\n1 Bone Renwal","6-MONTHS-TO-YEAR","General health "
"Pure North Maintenance Packs","NULL","NULL","NULL","DAILY","NULL","1 pack per day \n\nEach pack contains:\n2 - Vital 2 Platinum Multivitamins\n1 - OptiMega-3\n1 - Probiotic-Pro BB536\n1 - Bone Renewal\n1 - Vitamin D3 Drops","MORE-THAN-YEAR","General health "
"Pure North Multi-nutrient","NULL","2","TABLETS-CAPSULES","DAILY","NULL","NULL","LESS-THAN-6-MONTHS","general health "
"Pure North Project","NULL","NULL","NULL","DAILY","NULL","NULL","MORE-THAN-YEAR","participant is also part of the Pure North project supplement plan "
"questran","NULL","4","G","DAILY","NULL","NULL","MORE-THAN-YEAR","bowel-crohns "
"Quinine","NULL","1","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","Leg cramps during travelling long distances "
"Rabeprazolr","NULL","20","MG","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","Acid reflux "
"radeprazole sodium","NULL","10","MG","TWICE-DAILY","NULL","NULL","LESS-THAN-6-MONTHS","prescribed "
"raeprazoleb","NULL","10","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","acid reflux "
"Ramapril","NULL","20","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","High blood pressure "
"Ramapril","NULL","5","MG","TWICE-DAILY","NULL","NULL","6-MONTHS-TO-YEAR","Blood Pressure "
"RAMAPRIL 10MG","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","BLOOD PRESSURE "
"ramaprill","NULL","10","MG","DAILY","NULL","1 per day","MORE-THAN-YEAR","high blood pressure "
"ramerperil","NULL","10","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","blood pressure "
"ramipial","NULL","5","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","high blood pressure "
"ramitidine","NULL","150","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","upset stomach "
"ramopril","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","blood pressure "
"Rampril","YES","2","TABLETS-CAPSULES","DAILY","NULL","5mf","LESS-THAN-6-MONTHS","Hypertension "
"Rampril","YES","10","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","Heart "
"Rampril","NULL","NULL","NULL","NULL","NULL","NULL","MORE-THAN-YEAR","High blood pressure "
"ran rampril","NULL","10","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","heart disease "
"ran rovuvastatin 10 mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","cholesterol "
"ran-pantaprazole","NULL","20","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","acid reflux "
"rannitdine","NULL","150","MG","EVERY-OTHER-DAY","NULL","1 tab","MORE-THAN-YEAR","hiatus hernia "
"ratio glimeride","NULL","4","MG","THREE-X-DAY","NULL","1 comprimÃ ","LESS-THAN-6-MONTHS","diabete "
"Ratio- lenotec","NULL","5","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","for migraine relief,"
"reactin","NULL","10","MG","DAILY","NULL","sometimes 2 doses a day","MORE-THAN-YEAR","reduce allergy symptoms "
"Reactin  10mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","LESS-THAN-6-MONTHS","control of seasonal allergies "
"reeliv5","NULL","10","ML","DAILY","NULL","NPN 80035657\n\ncontient du glucosamine 1500mg","MORE-THAN-YEAR","arthrose dans les mains "
"Replenex","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","joint discomfort "
"respiridone","NULL","1","MG","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","anti anxiety "
"revel-x","NO","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","arthritis "
"Rhinocort","NULL","64","MCG-UG-MICROGRAMS","DK-NA","NULL","NULL","MORE-THAN-YEAR","Nez "
"rhinocourt aqua","NULL","1","SPRAY","DAILY","NULL","NULL","MORE-THAN-YEAR","tinnitus (to stop inflammation of the auditory canal) "
"Ritalin SR","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","pour la fatigue "
"riva rosuvastatin, 10mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","LESS-THAN-6-MONTHS","pression "
"Rn-Pravastatin","NULL","20","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","NULL"
"rocaltrol","NULL","1","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","thyroid "
"rosutuvastatin","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","cholesteral elevated "
"Rosvatin","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","cholesterol "
"rub a535","NO","1","DROPS","DAILY","NULL","is a cream","MORE-THAN-YEAR","arthritis-costochondritis "
"S903C","NULL","3","DROP","DAILY","NULL","NULL","MORE-THAN-YEAR","naturopathic recommendation "
"sa","NO","81","MG","DAILY","NULL","1 tab","MORE-THAN-YEAR","high blood pressure "
"Sabalasan","NULL","320","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","prostate "
"salba chis","NULL","4","SCOOP","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","healthy eating "
"sandoz anatrozole plac 1 mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","cancer "
"sandoz bisopolol","NULL","1","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","NULL"
"sandoz bupropion","NULL","150","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","depression "
"Sandoz Ceprozil","NULL","500","MG","TWICE-DAILY","NULL","NULL","6-MONTHS-TO-YEAR","Crise d'angine "
"sandoz losartarn","NULL","1","TABLETS-CAPSULES","EVERY-OTHER-DAY","NULL","NULL","MORE-THAN-YEAR","high blood pressure "
"sandoz provastatin","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","cholesterol "
"Sandoz-Bupropion","NULL","150","MG","TWICE-DAILY","NULL","2 in the morning and 1 in the evening","MORE-THAN-YEAR","Depression "
"sandoz-feldopine","NULL","5","MG","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","prescribed "
"sandoz-fenofibrate E 145 mg","NULL","145","MG","EVERY-OTHER-DAY","NULL","NULL","MORE-THAN-YEAR","cholesterol "
"sandoz-pantoprazole sesquihydrate","NULL","40","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","acid reflux, was on zantab previously"
"Sandoz-Proctomycin ointment","NULL","-8","APPLICATION","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","treatment of hemmorhoids "
"Sandoz-Rosuvastatin  5mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","cholesterol control "
"Sandoz-Valsartan HCT 160/12.5mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","High blood pressure control "
"sawplamato","NULL","2","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","personal choice "
"Scc Tri-est 2.5mg In Hrt 80 2.5MG/G","YES","1","UNITS","DAILY","NULL","NULL","MORE-THAN-YEAR","menopause symptoms "
"Selsun shampoo with BET","NULL","1","TSP-TEASPOON","WEEKLY","NULL","0.025","MORE-THAN-YEAR","Ceborrhea, itchy scalp"
"senokot","NO","1","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","regularity "
"senokot","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","bowels "
"seroquil","NULL","-8","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","NULL"
"sertaline","NULL","2","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","depression/anxiety "
"sierrasil","NULL","3","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","arthritic pain "
"simbicort","NULL","2","PUFF","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","asthma "
